[0, 12.2595, 28.3734, 0, 0, 20.9825, 40.5567, 0, 86.9814, 0, 62.0973, 0, 59.6755, 52.5424, 73.5007, 70.2121, 0, 67.5719, 80.3, 40.0701, 0, 93.4549, 0, 0, 34.2427, 0, 27.4988, 67.2283, 62.0487, 0, 74.7803, 55.1982, 1.0429, 28.5313, 0, 14.3142, 35.0546, 74.6877, 32.1424, 58.2708, 87.5636, 0, 53.4981, 0, 15.511, 0, 88.9588, 0, 0, 0, 79.4626, 54.1423, 17.9457, 1.0512, 74.5533, 94.406, 0, 9.4353, 6.4986, 11.9976, 0, 40.0616, 0, 0, 0, 0, 70.632, 42.0078, 80.711, 0, 89.3777, 49.0783, 27.6804, 75.807, 0]
[12.2595, 0, 0, 0, 0, 84.688, 84.9364, 0, 3.4578, 11.2705, 46.8042, 8.7098, 74.6854, 0, 12.1296, 43.3701, 35.5793, 0, 93.1095, 0, 0, 0, 0, 0, 0, 47.9807, 0, 70.8816, 0, 10.1714, 82.8994, 99.3215, 21.3829, 19.6278, 99.9914, 80.6963, 9.0712, 16.2889, 24.0345, 0, 0, 0, 98.4689, 0, 73.0167, 48.398, 0, 79.5235, 86.5443, 60.8538, 0, 17.8929, 39.6625, 82.7026, 80.8813, 8.9974, 37.0714, 0, 0, 0, 0, 0, 0, 57.146, 0, 3.6387, 0, 25.8976, 1.8207, 40.9852, 39.2209, 0, 44.5038, 46.8582, 30.9155]
[28.3734, 0, 0, 0, 30.1898, 0, 44.4597, 0, 0, 22.2296, 57.5639, 57.5161, 29.7191, 0, 0, 20.6776, 25.6279, 95.1608, 0, 74.8265, 78.5355, 7.3113, 0, 35.5685, 84.9544, 93.6131, 0, 0, 0, 0, 73.2975, 0, 0, 41.7072, 89.4266, 0, 71.3838, 76.9855, 0, 61.4198, 0, 0, 83.6605, 41.1536, 0, 91.9373, 49.9495, 0, 7.6078, 70.313, 0, 0, 56.6424, 6.2037, 0, 0, 99.515, 26.6777, 80.7417, 0, 99.3545, 46.6273, 59.4565, 4.8901, 0, 29.3061, 0, 0, 0, 12.1087, 34.3055, 78.5947, 0, 24.6858, 95.5266]
[0, 0, 0, 0, 0, 5.826, 33.6988, 0.3982, 4.4769, 29.4819, 0, 0, 0, 51.3714, 0, 0, 35.1455, 0, 60.057, 0, 0, 0, 95.4873, 19.9463, 0, 0, 44.7202, 0, 0, 0, 0, 0, 80.1708, 60.1221, 0, 0, 8.4284, 0.3078, 10.9584, 63.2361, 0, 0, 18.7306, 31.6551, 0, 0, 60.7666, 0, 0, 52.9652, 0.9281, 0, 40.2532, 0, 8.4308, 0, 0, 0, 7.5907, 0, 29.0325, 0, 0, 29.1203, 0, 3.3383, 0, 60.6212, 95.4413, 71.823, 3.9238, 0, 58.488, 32.7981, 0]
[0, 0, 30.1898, 0, 0, 76.0874, 4.6685, 0, 98.0927, 40.0049, 0, 85.2979, 66.4586, 51.0752, 0, 0, 0, 0, 0, 0, 42.2012, 58.1602, 64.7557, 53.8865, 0, 0, 96.6573, 58.2707, 0, 0, 0, 92.2309, 19.7729, 0, 0, 48.4507, 44.4198, 62.8361, 24.5496, 0, 0, 58.0568, 69.0827, 0, 48.6238, 95.7819, 0, 26.8834, 87.7659, 99.0589, 92.8255, 18.4195, 56.1995, 9.326, 78.7209, 0, 31.0701, 84.6685, 11.0757, 0, 0, 83.8969, 0, 0, 0, 36.4159, 0, 43.5037, 0, 0, 0, 0, 0, 0, 88.8095]
[20.9825, 84.688, 0, 5.826, 76.0874, 0, 87.7689, 0.0308, 0, 0, 0, 0, 34.6162, 41.9497, 87.2496, 0, 4.114, 80.4463, 0, 52.5069, 86.512, 0, 67.1283, 0, 0, 36.2738, 10.5637, 0, 64.1477, 61.8948, 0, 70.292, 0, 2.0723, 0, 17.129, 0, 91.0338, 0, 0, 25.3689, 0, 0, 0, 0, 0, 35.3072, 0, 0, 0, 36.0067, 35.2615, 0, 76.8727, 63.5727, 0, 73.3451, 0, 21.3013, 0, 11.0801, 21.1249, 41.6268, 10.8515, 0, 30.6877, 17.5827, 37.5003, 99.4087, 56.4297, 59.7373, 36.3506, 18.5756, 34.403, 60.3819]
[40.5567, 84.9364, 44.4597, 33.6988, 4.6685, 87.7689, 0, 0, 0, 0, 0, 0, 41.0975, 30.6871, 0, 0, 0, 22.8795, 0, 36.8204, 0, 0, 80.6425, 0, 74.0113, 0, 0, 28.9155, 50.4621, 30.2101, 49.5113, 0, 30.4448, 38.365, 86.5674, 75.8298, 66.4039, 57.97, 54.4016, 0, 59.5716, 94.3144, 0, 0, 45.1165, 16.5457, 0, 0, 4.881, 0, 83.3599, 0, 24.8493, 78.7011, 0, 0.5861, 42.4013, 48.8057, 95.7778, 0, 0, 11.1939, 0, 0, 75.1032, 0, 0, 6.5083, 0, 37.022, 0, 43.4352, 0, 38.0944, 0]
[0, 0, 0, 0.3982, 0, 0.0308, 0, 0, 0, 0, 21.5462, 0, 0, 37.3907, 0, 0, 0, 79.1331, 0, 0, 0, 0, 19.5856, 0, 0, 83.7974, 0, 0, 64.4106, 0, 13.6286, 0, 86.4608, 0, 7.6833, 3.4522, 48.7513, 24.2416, 0, 65.3087, 47.2618, 91.4529, 0, 74.3852, 0, 30.5708, 0, 77.6659, 78.1418, 0, 0, 40.6685, 23.1658, 63.1845, 0, 73.8079, 0, 93.1917, 92.9334, 68.8032, 34.6756, 0, 46.5988, 0, 0, 42.7327, 0, 35.4798, 18.8772, 75.1852, 99.0294, 0, 0, 0, 48.7902]
[86.9814, 3.4578, 0, 4.4769, 98.0927, 0, 0, 0, 0, 66.2992, 88.8763, 49.7776, 34.6205, 0, 94.5748, 54.3749, 27.9489, 42.7594, 65.9171, 0, 0, 6.7214, 17.4282, 37.2319, 0, 80.3216, 54.454, 0, 51.3466, 0.3838, 0, 79.2154, 20.8737, 40.7214, 30.2043, 0, 0, 23.0206, 74.4973, 53.7617, 0, 0, 0, 89.4283, 98.8994, 0, 0, 0, 18.0884, 0, 23.5551, 23.8152, 47.6639, 20.0506, 0, 0, 0, 13.0031, 0, 0, 0, 44.5276, 0, 62.142, 0, 5.1045, 47.696, 9.9274, 16.0418, 0, 76.1307, 96.4567, 0, 28.9086, 62.98]
[0, 11.2705, 22.2296, 29.4819, 40.0049, 0, 0, 0, 66.2992, 0, 92.2684, 0, 7.7679, 90.13, 53.3206, 93.5202, 48.9499, 96.7533, 39.2474, 42.044, 0, 0, 8.3974, 82.5296, 0, 0, 87.7708, 30.7545, 0, 0, 33.1094, 0, 88.0897, 16.2235, 13.4293, 0, 0, 74.0789, 37.2882, 6.2682, 71.7306, 0, 0, 0, 74.5065, 62.6249, 26.2787, 23.078, 93.7285, 36.3231, 74.4399, 52.8608, 3.2043, 0, 93.7915, 81.2139, 50.4128, 35.6738, 1.8336, 0, 78.8143, 0, 21.1329, 95.843, 0, 9.5057, 0, 93.5963, 0, 0, 0, 14.148, 0, 91.9521, 67.6119]
