[0, 45.2807, 0, 75.2142, 44.8049, 0, 81.8396, 52.8966, 36.595, 60.262, 0, 18.3853, 0, 96.957, 27.8718, 0, 0, 0, 84.6875, 52.4014, 43.1721, 69.9137, 0, 0, 88.0762, 0, 84.9346, 1.2851, 59.687, 55.5484, 0, 32.7478, 55.5158, 61.2298, 0, 1.4464, 0, 0, 0, 77.871, 16.7781, 11.4543, 0, 0, 66.1818, 19.8937, 0, 0, 31.2665, 0, 0, 0, 0, 0, 38.125, 0, 96.7626, 5.0549, 65.8329, 84.4327, 35.2169, 0, 0, 27.2602, 0, 90.8676, 0, 0, 43.0794, 0, 3.6319, 47.5353, 85.9612, 0, 0, 16.3483, 64.0781, 0, 0, 0, 0, 0, 20.68, 23.6116, 0, 0, 0, 0, 0, 0, 0.0211, 26.6646, 0, 0, 14.572, 71.4641, 0, 91.6775, 0, 0, 16.7198, 97.4116, 53.7686, 0, 0, 5.3673, 0, 5.9096, 0, 33.4015, 0, 0, 95.7134, 0, 3.1301, 59.1415, 79.1985, 0, 0, 0, 86.6779, 0, 15.4394, 0, 25.329, 21.23, 0, 0, 0, 0, 6.1656, 0, 93.5745, 0, 0, 0, 0, 0, 91.151, 68.6786, 72.1793, 49.5166, 78.2051, 6.6414, 36.7965, 78.7142, 97.6627, 0.7454, 0, 3.4391, 88.7138, 48.1606, 56.0451, 0, 0, 62.0706, 0, 38.501, 0, 95.9679, 70.8075, 0, 0, 0, 4.883, 0, 0, 0, 50.7695, 0, 72.6999, 0, 38.8025, 86.0206, 26.7037, 0, 0, 98.2238, 94.8912, 0, 44.3087, 0, 98.1032, 42.939, 0, 0, 70.2355, 54.1379, 0, 0, 72.5134, 0, 0, 3.5558, 8.3766, 0, 74.7409, 15.2658, 63.2988, 13.6299]
[45.2807, 0, 29.4932, 0, 86.2847, 24.3357, 16.526, 19.7444, 0, 0, 0, 43.5613, 0, 0, 63.5672, 0, 83.7633, 0, 68.0418, 35.5073, 52.3325, 70.6457, 0, 0, 54.8179, 0, 74.4414, 89.7588, 0, 0, 65.4521, 0, 72.5629, 0, 88.4141, 80.7853, 0, 16.2555, 0, 13.0978, 37.57, 37.3035, 0, 63.4717, 93.3547, 54.1808, 0, 61.5858, 0, 22.7861, 0, 51.1554, 79.2807, 12.8484, 5.1765, 81.6577, 91.4297, 40.1541, 76.0428, 0, 44.828, 12.3276, 40.71, 0, 57.0578, 0, 0, 39.3728, 58.6628, 72.3486, 4.5628, 0, 55.7709, 28.3805, 0, 53.7805, 0, 33.3291, 0, 0, 0, 39.94, 78.5249, 99.2672, 58.939, 0, 85.6914, 48.7132, 0, 0, 29.1033, 0, 88.3531, 93.2225, 21.4252, 0, 21.3292, 64.3143, 0, 0, 7.6091, 0, 59.7595, 0, 19.1859, 63.9976, 7.4754, 0, 0, 31.4956, 39.4862, 0, 0, 0, 37.3865, 6.4592, 0, 89.2621, 0, 0, 0, 44.3106, 0, 65.8147, 50.8429, 0, 0, 20.4261, 0, 35.6814, 72.812, 0, 0, 81.3928, 0, 28.5788, 56.9467, 83.11, 0, 0, 0, 89.1361, 83.6744, 0, 0, 77.0703, 11.2311, 24.6296, 0, 42.4792, 48.839, 0, 25.626, 14.8532, 0, 0, 0, 29.4457, 74.9365, 0, 0, 0, 77.4321, 74.3473, 63.2333, 75.0448, 0, 0, 58.9716, 0, 41.8409, 97.1404, 0, 0, 56.352, 0, 70.9541, 0, 0, 23.1303, 57.8659, 76.5993, 23.5029, 34.0559, 69.4772, 30.6804, 0, 0, 0, 0, 0, 0, 0, 70.9201, 0, 0, 74.3553, 70.177, 0, 68.1966]
[0, 29.4932, 0, 53.1446, 0, 74.534, 0, 11.7315, 73.9601, 38.4245, 46.2161, 0, 38.066, 27.594, 91.9008, 0, 1.2113, 80.1523, 27.8201, 64.1759, 2.1793, 0, 82.5796, 11.5235, 0, 0, 33.9978, 0, 56.4825, 0, 88.6524, 51.3873, 0, 0, 0, 31.6885, 37.6725, 54.5316, 0, 68.479, 0, 0, 0, 0.633, 0, 65.6958, 30.6327, 8.375, 88.0968, 0, 0, 0, 58.8142, 0, 75.0253, 0, 26.3118, 26.3648, 30.6436, 42.7755, 0, 86.0333, 0, 51.8141, 31.5753, 0, 0, 13.6055, 87.1884, 0, 49.3118, 3.9536, 10.5538, 95.2639, 0, 30.3008, 0, 0, 13.7829, 0, 0, 0, 0, 0, 3.5276, 0, 25.3998, 0, 78.8898, 85.3466, 7.6756, 0, 0, 0, 56.54, 19.5409, 93.4697, 0, 74.1394, 59.2078, 0, 0, 0, 15.8549, 26.1416, 0, 99.973, 0, 7.0238, 5.4426, 0, 28.3514, 73.9736, 49.8351, 0, 11.8689, 0, 29.4481, 96.9306, 0, 2.6783, 0, 15.479, 16.6557, 81.9063, 69.6063, 0, 0, 21.2498, 52.3109, 0, 0, 48.4884, 0, 0, 0, 53.2537, 71.8317, 0, 0, 0, 0, 98.7918, 83.0227, 22.207, 97.2385, 0, 45.7704, 0, 0, 0, 26.8175, 0, 0, 26.9885, 5.0503, 0, 78.3725, 0, 0, 0, 6.2869, 0, 53.5802, 0, 0, 0, 0, 0, 54.5448, 0, 0, 45.9574, 0, 71.1014, 0, 62.4023, 82.5315, 26.2487, 37.4715, 0, 0, 0, 0, 0, 27.1997, 0, 0, 0, 28.4924, 0, 0, 38.7877, 54.3549, 74.1902, 0, 22.2704, 24.7563, 80.8468, 0]
[75.2142, 0, 53.1446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70.1983, 0, 0, 84.4755, 31.7329, 0, 74.6221, 36.3093, 0, 0, 57.9524, 0, 0, 62.4406, 48.7366, 86.2373, 56.4083, 74.767, 0, 0, 0, 0, 80.614, 0, 0, 83.7565, 0, 0, 55.0415, 53.9525, 79.4571, 60.8732, 0, 40.2361, 0, 0, 17.5077, 0, 55.5936, 92.5995, 80.7531, 56.9106, 0, 14.5656, 15.2423, 65.9794, 0, 86.9797, 0, 0, 7.5819, 0, 30.998, 80.6138, 11.9069, 70.7139, 0, 6.8387, 97.5305, 5.3985, 0, 0, 23.7863, 16.6277, 0, 0, 0, 55.3145, 44.8329, 0, 7.4384, 0, 23.7915, 0, 0, 0, 46.9842, 0, 47.7592, 0, 0, 0, 61.2092, 0, 33.5189, 65.0432, 0, 0, 62.2526, 58.0352, 70.2696, 6.7224, 0, 0, 0, 39.2795, 36.2963, 0, 0, 97.4364, 0, 0, 0, 39.2646, 0, 10.155, 24.4173, 0, 0, 76.6055, 95.3917, 36.1181, 0, 61.2095, 79.2659, 0, 4.5065, 0, 30.1312, 0, 30.3875, 6.8068, 0, 22.0805, 0, 0, 45.2792, 81.9916, 0, 0, 92.0012, 0, 0, 14.5718, 27.4099, 62.0401, 29.6899, 0, 0, 20.6313, 0, 0, 48.1558, 0, 0, 0, 0, 0, 97.9141, 25.6033, 0, 21.0814, 15.5298, 16.4074, 0, 17.7491, 97.272, 40.7359, 52.4623, 20.0926, 54.5968, 74.4598, 54.5558, 7.5483, 55.9576, 0, 41.344, 61.1483, 10.344, 53.7536, 0, 42.2808, 5.5561, 33.5176, 0, 0, 0, 33.7676, 18.1997, 95.3815, 0, 0, 66.3849, 46.997, 0, 3.3267, 0, 0]
[44.8049, 86.2847, 0, 0, 0, 80.5899, 14.2271, 58.8125, 0, 0, 92.5264, 48.6604, 0, 82.1889, 79.7691, 83.646, 53.346, 99.3313, 83.2581, 61.9225, 0, 0, 36.1408, 6.9426, 69.3074, 0, 0, 1.995, 40.0249, 0, 0, 0, 10.233, 80.1417, 59.7889, 0, 61.5691, 66.1416, 50.6516, 0, 93.9638, 99.6225, 0, 62.4685, 0, 93.7788, 0, 0, 96.3265, 0, 38.8515, 94.6649, 99.7142, 31.6104, 0, 0, 0, 69.5396, 67.8176, 22.9072, 67.9065, 46.2028, 15.2906, 0, 0, 47.6446, 0, 0, 0, 92.1944, 62.761, 13.4841, 0, 95.0079, 26.5297, 62.1885, 0, 53.1011, 0, 0, 0, 79.323, 0, 0, 0, 22.5817, 0, 0, 85.3937, 43.5266, 0, 90.9284, 0, 71.0807, 0, 88.9179, 37.0768, 27.8455, 40.0531, 0, 0, 0, 0, 0, 0, 0, 52.9362, 62.4822, 0, 40.6002, 42.9727, 0, 0, 0, 16.5311, 0, 91.2126, 0, 0, 51.8272, 0, 5.8531, 0, 0, 19.1919, 55.4004, 17.4185, 9.4274, 68.4027, 11.2608, 0.3901, 0, 14.1752, 38.2148, 0, 0, 0, 80.0499, 0, 55.4516, 19.5117, 0, 0, 0, 0, 12.3705, 0, 0, 62.8267, 48.269, 29.4981, 0, 98.7651, 0, 0, 19.3161, 15.1124, 25.274, 67.7196, 0, 17.1147, 0, 34.4226, 50.6632, 0, 0, 46.3416, 36.2395, 36.8585, 0, 6.1547, 0, 18.2253, 59.1814, 0, 90.888, 12.5967, 0, 0, 23.8312, 90.6351, 66.6724, 87.1984, 87.0623, 0, 0, 0, 0, 57.2289, 0, 28.9592, 69.2978, 10.1723, 0, 0, 0, 5.0288, 0, 47.8137, 62.8876]
[0, 24.3357, 74.534, 0, 80.5899, 0, 0, 23.8914, 99.3526, 0, 91.5633, 51.4806, 70.0625, 0, 11.2634, 67.8135, 85.9477, 58.5003, 73.8179, 0, 26.4389, 78.0014, 0, 93.593, 43.7465, 31.6401, 30.239, 0, 67.3839, 45.5947, 46.6533, 28.2694, 0, 0, 0, 0, 0, 0, 16.0875, 0, 0, 0, 87.907, 0, 0, 0, 0, 99.1173, 15.518, 35.766, 68.3651, 0, 28.4586, 66.9981, 0, 0, 39.1827, 64.6328, 72.895, 0, 0, 0, 41.006, 77.4994, 0, 0, 19.2994, 53.3583, 89.6293, 79.7545, 6.1131, 72.8808, 0, 0, 0, 0, 63.8293, 28.5047, 77.1365, 50.5047, 48.8079, 9.3114, 99.0722, 55.7932, 87.4348, 0, 0, 0, 2.3813, 0, 0, 0, 13.5873, 0, 0, 0, 82.0324, 0, 73.2715, 9.2072, 73.05, 0, 0, 0, 0, 0, 0, 45.1599, 44.9844, 14.1786, 80.0502, 71.6098, 10.507, 62.9408, 98.4656, 61.2987, 94.4294, 30.2973, 0, 0, 0, 77.3315, 0, 92.1899, 0, 8.6831, 0, 0, 50.9044, 88.1018, 0, 2.7713, 3.6219, 0, 3.0211, 0, 53.3938, 72.3291, 25.4846, 16.7395, 0, 0, 86.7918, 0, 0, 0, 47.1107, 0, 58.3259, 0, 93.7743, 90.891, 0, 46.1033, 23.5402, 0, 0, 0, 26.4827, 91.2721, 0, 0, 76.7714, 0, 6.0528, 0, 88.6729, 52.2852, 0, 0, 0, 0, 9.6157, 0, 10.7511, 0, 14.2819, 59.2495, 28.3243, 0, 94.9928, 0, 0, 0, 85.918, 0, 46.6419, 16.2504, 42.1349, 0, 92.0472, 87.7853, 0, 0, 25.6369, 0, 40.3876, 0, 0, 13.8854]
[81.8396, 16.526, 0, 0, 14.2271, 0, 0, 0.3622, 0, 0, 0, 7.831, 44.1833, 71.183, 0, 0, 96.851, 62.9057, 1.7763, 0, 0, 18.0548, 95.9382, 0, 57.1694, 0, 93.1492, 11.7454, 17.2761, 88.7159, 0, 0, 76.7675, 93.7746, 76.9531, 54.6269, 31.2355, 26.1746, 55.1814, 80.5457, 39.3031, 0, 22.9903, 14.9807, 83.6539, 0, 78.488, 0, 82.9629, 0, 0, 0, 15.0021, 0, 0, 19.6928, 0, 56.3334, 0, 48.109, 25.7058, 80.6691, 0, 0, 0, 85.1819, 55.6221, 99.5783, 6.8137, 0, 0, 0, 0, 95.6789, 55.9172, 11.8626, 0, 28.6298, 10.1682, 0, 0, 0, 71.4504, 14.4449, 0, 59.2452, 64.8756, 0, 63.6519, 60.0528, 17.4363, 0, 73.2329, 0, 12.4661, 0, 0, 0, 61.3403, 37.6924, 8.2729, 0, 0, 0, 40.4062, 39.5612, 39.9184, 0, 95.2155, 0, 0, 70.5253, 1.2094, 0, 4.4608, 0, 0, 0, 34.7147, 1.2746, 0, 82.1475, 0, 0, 73.0875, 93.044, 0, 56.1394, 13.8643, 54.1674, 0, 0, 24.6279, 0, 0, 0, 0, 45.8799, 9.9751, 91.9041, 0, 14.2469, 40.1203, 30.3549, 0, 0, 0, 24.275, 40.6505, 66.0407, 65.5157, 0, 0, 0, 99.721, 0, 67.523, 63.7593, 37.987, 67.2582, 0, 65.54, 7.8976, 0, 0, 73.5358, 3.3682, 40.7317, 0, 0, 64.3436, 0, 0, 0, 0, 88.5429, 25.542, 12.1113, 90.0179, 61.9712, 0, 0, 73.8611, 34.5511, 95.8836, 0, 5.3303, 0, 22.0978, 0, 92.1336, 94.296, 0, 98.0626, 63.5141, 55.3011, 0, 22.8222, 0, 64.172]
[52.8966, 19.7444, 11.7315, 0, 58.8125, 23.8914, 0.3622, 0, 0, 0, 89.9769, 41.4335, 0, 48.1552, 0, 66.5514, 49.9625, 0, 0, 56.6598, 60.1323, 0, 0, 0, 44.6776, 79.6505, 0, 20.2951, 66.8416, 51.9944, 33.5769, 0, 11.8617, 61.8539, 72.4564, 0, 16.0979, 35.4462, 94.9482, 75.8519, 0, 46.3577, 0, 0, 70.3192, 60.2847, 32.0989, 3.9461, 44.7591, 51.5699, 0, 0, 53.0099, 0, 0, 98.7145, 0, 22.0619, 86.4158, 0, 0, 0, 13.3401, 0, 0, 88.9124, 0, 97.6468, 0, 93.2619, 77.2029, 13.4147, 73.3648, 19.343, 0, 18.8454, 46.9726, 0, 0, 37.0855, 0, 46.6969, 39.0968, 86.9826, 12.7688, 82.3165, 66.7573, 0, 91.6136, 0, 43.8346, 0, 24.0243, 0, 0, 10.3607, 0, 0, 0, 0, 89.7336, 0, 47.2433, 0, 11.0162, 0, 0, 0, 22.4104, 19.6263, 56.8057, 44.7552, 64.8999, 9.5735, 32.5146, 77.0485, 0, 66.9913, 36.5361, 0, 59.3743, 0, 87.3791, 0, 0, 0, 0, 26.3602, 33.8798, 0, 75.2238, 0, 3.7411, 77.6937, 0, 0, 50.7514, 71.0534, 0, 55.005, 0, 0, 65.4906, 0, 30.7395, 0, 86.9173, 0, 0, 78.1778, 0, 30.3198, 84.3739, 0, 0, 0, 84.6567, 50.7504, 0, 7.4878, 14.9771, 24.967, 72.9711, 59.8322, 0, 71.6618, 11.5052, 0, 0, 6.7961, 80.5748, 6.5183, 50.2105, 27.6276, 0, 42.0038, 0, 0, 45.9515, 39.173, 0, 46.0365, 0, 0, 23.4279, 8.6585, 0, 31.0293, 0, 0, 64.4397, 94.408, 0, 54.8959, 0, 81.6325, 0, 3.1693, 0, 0]
[36.595, 0, 73.9601, 0, 0, 99.3526, 0, 0, 0, 1.7888, 43.0041, 61.9231, 99.6385, 79.0105, 50.554, 0, 7.3772, 52.0897, 53.9933, 79.2609, 67.3249, 39.2768, 0, 23.8895, 21.6884, 0, 64.2126, 22.8666, 11.9006, 0, 57.8389, 45.2973, 0, 41.8683, 11.5176, 0, 66.476, 87.3424, 51.0511, 64.2702, 0, 16.1751, 0, 24.3378, 0, 43.1438, 87.8703, 51.4941, 0, 0, 53.5282, 23.2311, 52.0002, 65.8353, 0, 50.1846, 98.2738, 54.6949, 52.4143, 0, 77.6399, 0, 0, 24.3844, 5.0525, 0, 16.8901, 56.7504, 37.5856, 24.6734, 94.3607, 0, 41.1207, 20.6416, 84.1713, 0, 0, 98.3947, 42.681, 0, 45.2186, 42.3257, 0, 72.5671, 0, 0, 0, 94.6207, 88.0949, 0, 85.2082, 50.2753, 0, 0, 0, 0, 11.6067, 0, 89.7847, 99.2242, 26.4747, 34.8827, 47.849, 81.6504, 0, 43.7066, 0, 55.8844, 89.5476, 0, 58.3572, 32.1683, 72.0581, 0, 14.0502, 0, 49.7204, 0, 0, 0, 95.3124, 0, 0, 0, 0, 0, 76.3555, 0, 88.117, 79.1199, 0, 0, 25.6653, 0, 46.7854, 82.5966, 79.1583, 0, 0, 2.0186, 38.932, 0, 40.6177, 78.3049, 0, 0, 0.3352, 0, 63.9237, 0, 0.202, 65.5026, 5.7486, 47.2187, 62.6557, 24.0971, 0, 65.1029, 16.9554, 21.6728, 0, 56.6738, 77.0727, 8.4991, 0, 0, 0, 0, 57.3296, 0, 51.6466, 0, 19.7184, 34.8914, 71.4984, 16.1673, 22.2907, 0, 0, 0, 0, 0, 50.156, 0, 74.3611, 0, 5.2051, 39.3472, 0, 88.7818, 0, 0, 0.9236, 12.9626, 76.3406, 24.3109, 0, 0, 0, 0]
[60.262, 0, 38.4245, 0, 0, 0, 0, 0, 1.7888, 0, 0, 22.7344, 73.4397, 0, 87.6135, 0, 0, 0, 86.339, 62.4008, 28.1315, 5.7506, 60.1804, 24.3639, 0, 0, 17.5644, 6.1244, 0, 0, 19.9933, 33.3646, 0, 0, 0, 70.1192, 0, 46.4045, 0, 0, 3.8252, 0, 63.5113, 15.0638, 98.0318, 0, 0, 55.6712, 46.7752, 0, 5.537, 40.5683, 0, 0, 0, 5.7287, 24.1498, 0, 0, 5.0522, 0, 0, 0, 6.6915, 0, 28.7759, 86.5248, 62.6073, 0, 0, 0, 43.3155, 0, 0, 0, 77.7618, 44.3854, 75.5482, 0, 50.3762, 65.6251, 0, 71.0533, 51.8981, 0, 0.291, 0, 89.3222, 63.1193, 82.5475, 49.0687, 0, 0, 0, 0, 79.6588, 0, 53.6854, 25.1149, 0, 0, 0, 0, 86.5015, 84.8073, 0, 0, 0, 0, 0, 0, 63.4847, 0, 0, 0, 90.9718, 13.6555, 0, 15.1781, 0, 57.7681, 5.7416, 52.3634, 0, 0, 78.2493, 47.4655, 56.368, 1.7252, 99.8599, 41.1336, 98.8338, 50.0965, 0, 0, 59.5379, 0, 59.5601, 0, 0.6325, 0, 90.7393, 29.1509, 69.2066, 0, 0, 24.7474, 20.3125, 21.6353, 0, 0, 0, 0, 55.1413, 0, 0, 0, 0, 0, 0, 38.2098, 8.1714, 0, 6.4164, 0, 42.3247, 75.1874, 0, 29.1653, 0, 0, 0, 93.6403, 47.8903, 0, 0, 0, 0, 65.1073, 0, 1.2829, 0, 23.5361, 27.1081, 0, 53.3283, 27.605, 65.3856, 42.2572, 0, 59.2903, 49.8932, 11.4488, 0, 11.5468, 0, 0, 57.1019, 44.1214, 17.0346]
