[0, 0, 22.9085, 0, 0, 6.2684, 0, 0, 0, 57.2741, 0, 59.9074, 0, 0, 0, 69.1989, 0, 0, 0.3066, 88.0736, 63.219, 9.7901, 0, 60.0199, 19.5258, 77.8692, 0, 51.7328, 0, 9.1356, 0, 0, 0, 30.0515, 28.397, 0, 88.2945, 67.5654, 15.7506, 0, 16.5565, 44.028, 14.7827, 76.3234, 50.2548, 80.8629, 0, 98.1887, 28.173, 16.5171, 18.8772, 0, 58.5737, 0, 45.3911, 0, 18.0906, 0, 0, 0, 80.9336, 72.7119, 0, 0, 0, 0, 78.9987, 75.4272, 0, 98.2622, 0, 73.1633, 7.5479, 12.7738, 0, 1.5813, 61.6469, 0, 39.7202, 0, 56.0421, 20.1217, 60.2025, 67.9877, 0, 25.978, 87.1088, 0, 0, 76.0734, 0, 0, 64.0471, 0, 0, 0, 0, 44.8391, 73.6983, 55.2355, 0, 0, 40.2844, 50.08, 90.5424, 38.7236, 22.6011, 0, 18.0063, 5.1345, 0, 0, 2.7157, 65.6736, 87.1046, 0, 14.4874, 0, 8.1046, 90.8333, 0, 0, 0, 16.1589, 85.799]
[0, 0, 29.5541, 10.0336, 0, 86.5214, 65.8103, 0, 37.8773, 52.1845, 20.0851, 49.9684, 7.1199, 0, 0, 86.7021, 11.809, 97.07, 47.6831, 49.789, 0, 82.1454, 0, 18.0049, 84.329, 51.0808, 0, 0, 20.032, 0, 0, 0, 4.6838, 82.9504, 0, 93.88, 0, 0, 0, 0, 3.707, 0, 46.3277, 0, 0, 86.0099, 55.8242, 49.5241, 46.3233, 0, 0, 11.6652, 0, 43.1795, 77.552, 0, 59.5362, 0, 0, 48.4386, 80.8853, 0, 99.3392, 51.9803, 0, 0, 0, 10.5241, 48.2326, 53.3435, 0, 0, 5.084, 0, 0, 61.542, 0, 73.0731, 36.0274, 0, 51.5234, 0, 0, 14.0636, 51.1926, 68.0049, 13.7952, 33.2839, 23.0694, 50.6379, 0, 6.1834, 61.0026, 0, 50.8665, 75.1259, 0, 0, 73.1928, 10.1077, 0, 25.3538, 36.84, 0, 9.8279, 55.1173, 23.0107, 0, 0, 31.6306, 0, 87.7939, 46.5321, 0, 46.3065, 82.6329, 0, 0, 0, 0, 31.5871, 0, 0, 19.2107, 0]
[22.9085, 29.5541, 0, 98.074, 40.126, 28.2899, 21.6508, 68.0676, 0, 43.6035, 47.643, 0, 66.2968, 26.3961, 84.647, 0, 0, 54.4535, 0, 62.4428, 19.736, 0, 85.6023, 0, 0, 0, 0, 74.5096, 0, 61.3364, 2.4524, 0, 0, 45.3279, 46.1946, 0, 0, 21.6511, 18.8922, 90.6813, 0, 0, 0, 46.2138, 74.3094, 72.6721, 67.9849, 37.7892, 77.8072, 47.9511, 0, 0, 47.5885, 47.5193, 55.4833, 0, 0, 0, 45.0817, 71.5033, 48.8068, 85.5963, 46.8806, 16.5453, 0, 76.3483, 61.3612, 22.3234, 23.5718, 44.4075, 0, 75.9633, 0, 0, 0, 86.2005, 37.1453, 57.7726, 0, 0, 0, 11.6257, 0, 31.8093, 36.671, 2.9382, 71.8327, 54.5178, 72.1807, 0, 48.8815, 0, 37.2006, 14.4017, 0, 0, 0, 55.9765, 0, 13.4113, 68.0481, 0, 0, 55.6269, 35.1771, 0, 39.1205, 0, 0, 0, 31.4016, 7.7642, 0, 3.8518, 8.1478, 0, 86.0952, 0, 0, 0, 98.3817, 62.2178, 63.6994, 66.8369, 0]
[0, 10.0336, 98.074, 0, 33.7591, 0, 97.3702, 0, 20.4137, 31.6976, 30.9143, 79.1424, 0, 64.7498, 0, 0, 0, 81.8481, 0, 77.7856, 19.754, 61.4669, 16.1448, 0, 63.6128, 91.1465, 8.8197, 33.9066, 18.5794, 14.0598, 0, 5.4149, 0, 48.1467, 0.604, 0, 0, 0, 77.9466, 0, 97.1621, 75.4722, 28.4966, 0, 31.0383, 39.5347, 0, 0, 0, 27.7852, 97.8411, 0, 0, 95.8091, 0, 3.0209, 48.3354, 0, 42.8534, 90.7217, 27.9826, 0, 15.187, 0, 24.3314, 0, 0, 0, 91.4988, 59.149, 98.474, 4.1286, 0, 0, 0, 0, 65.1198, 92.3735, 49.3133, 89.3325, 0, 0, 21.4266, 0, 0, 73.8725, 11.3135, 0, 34.4159, 36.2817, 1.6346, 87.2084, 0, 0, 0, 53.3874, 44.5408, 83.8174, 20.8017, 0, 0, 94.9372, 0, 0, 47.8396, 0, 62.6337, 2.3351, 42.7827, 12.5682, 10.626, 0, 15.9682, 0, 0, 0, 25.5726, 34.5997, 5.5459, 0, 0, 0, 0, 33.0805, 18.8928]
[0, 0, 40.126, 33.7591, 0, 0, 0, 92.3409, 85.7394, 0, 0, 2.6044, 45.2261, 0, 55.1094, 0, 48.7079, 0, 0, 60.8005, 0, 75.1149, 22.2969, 87.7633, 60.75, 13.8085, 0, 16.8699, 0, 0, 18.9635, 0, 0.914, 0, 79.9499, 88.673, 0, 26.2135, 0, 0, 17.7609, 0, 7.9457, 92.1985, 0, 76.9154, 0, 89.3752, 0, 0, 63.8311, 0, 56.3303, 89.0123, 15.1087, 0, 30.6596, 83.7389, 96.2869, 67.5092, 0, 79.8771, 41.0127, 0, 52.7656, 15.4724, 0, 34.9043, 0, 68.9676, 0, 0, 27.0589, 0, 97.8092, 21.3554, 78.8364, 0, 4.6322, 46.8832, 38.2267, 0, 0, 89.8493, 12.0805, 71.5629, 0, 8.7855, 0, 0, 73.6132, 0, 0, 0, 36.8913, 3.0189, 0, 88.7299, 0, 0, 95.1453, 0, 0, 0, 0, 0, 57.8987, 0, 97.9537, 68.7696, 0, 0, 29.002, 56.2716, 55.4866, 0, 12.0897, 20.8805, 28.6229, 5.7046, 0, 9.1565, 0, 30.9727, 26.8585]
[6.2684, 86.5214, 28.2899, 0, 0, 0, 21.6533, 0, 0, 0, 0, 60.6344, 49.5785, 0, 3.7887, 0, 57.1861, 9.5003, 0, 48.8029, 0, 0, 29.2074, 0, 0, 0, 0.7991, 0, 0, 73.2776, 27.6231, 0, 0, 80.3996, 0, 0, 67.9016, 0, 0, 86.3767, 28.4345, 27.4146, 0, 56.3089, 0, 99.55, 35.965, 75.1786, 0, 31.1798, 37.9525, 10.8162, 29.8782, 0, 63.7364, 19.5794, 0, 71.6971, 0, 74.1515, 88.2415, 34.7683, 23.6581, 0, 14.2997, 0, 3.6291, 0, 37.3663, 29.3539, 0, 51.2682, 0, 54.8893, 34.5704, 19.4083, 0, 0, 58.2627, 0, 0, 44.3839, 0, 0, 92.1935, 0, 67.62, 0, 95.603, 24.6917, 0, 80.5897, 0, 92.009, 0, 40.0015, 0, 58.6493, 0, 0, 27.5493, 0, 43.4514, 36.2943, 0, 0, 74.1098, 7.7374, 0, 0, 66.928, 71.4304, 62.7284, 0, 0, 30.612, 60.8492, 0, 0, 55.44, 0, 72.5132, 0, 0, 73.7695]
[0, 65.8103, 21.6508, 97.3702, 0, 21.6533, 0, 0, 78.9173, 54.341, 0, 0, 0, 7.4184, 0, 49.4516, 91.5574, 96.0134, 0, 70.4105, 0, 88.4999, 0, 0, 0, 59.0254, 96.7954, 0, 0, 0, 0, 9.4711, 0, 0, 31.1855, 0, 0, 47.4646, 0, 44.5299, 0, 93.9167, 0, 40.2706, 0, 26.1404, 10.2064, 0, 3.9925, 35.3447, 0, 54.6634, 0, 0, 32.6484, 71.3346, 0, 28.2661, 0, 0, 73.4276, 93.196, 75.7502, 98.5793, 0.1022, 24.2528, 0, 0, 0, 0, 0, 0, 0, 64.8359, 0, 0, 0, 0, 0, 0, 30.9403, 39.9664, 29.4679, 0, 70.2567, 12.9535, 74.4884, 0, 15.8456, 0, 88.9086, 87.838, 0, 0, 0, 0, 0, 5.8042, 65.9622, 98.4694, 67.4354, 0, 2.7154, 0, 65.4995, 0, 0, 0, 0, 36.755, 54.6016, 54.8531, 71.9724, 0, 0, 45.2512, 84.2826, 73.4491, 73.2885, 0, 77.129, 12.3278, 0, 14.0567, 62.1479]
[0, 0, 68.0676, 0, 92.3409, 0, 0, 0, 32.7613, 15.7877, 0, 0, 0, 19.7944, 39.8875, 23.8061, 29.0191, 0, 8.9846, 0, 0, 7.7954, 28.6173, 74.5435, 0, 35.3813, 43.66, 35.8064, 87.8732, 0, 27.3192, 93.131, 0, 77.0789, 0, 82.1909, 0, 55.7686, 3.8056, 0, 30.0196, 89.9405, 0, 0, 0, 0, 8.8121, 0, 0, 56.4046, 89.147, 57.3128, 0, 0, 0, 65.433, 45.3524, 0, 0, 0, 17.981, 34.496, 69.8727, 0, 33.4263, 0, 79.0951, 0, 0, 0, 40.9283, 43.922, 93.7999, 0, 93.9565, 0, 48.4398, 0, 92.5235, 0, 91.2714, 0, 73.1405, 0, 0, 0, 0, 0, 0, 20.1756, 53.0677, 34.1299, 64.1145, 93.5958, 98.2126, 40.8073, 66.0821, 35.5417, 53.636, 34.2375, 0, 0, 7.7488, 0, 0, 0, 27.6333, 46.0205, 0, 0, 19.8845, 0, 0, 59.0987, 72.5639, 60.5995, 95.2412, 0, 0, 22.438, 0, 0, 71.9306, 59.2333, 0]
[0, 37.8773, 0, 20.4137, 85.7394, 0, 78.9173, 32.7613, 0, 0, 0, 59.359, 0, 89.1061, 0, 0, 0, 25.5095, 0, 61.7133, 19.3223, 0, 48.0204, 0, 0, 48.399, 0, 86.1774, 0, 72.6552, 0, 6.0129, 78.9335, 0, 86.5921, 33.865, 0, 46.5064, 0, 0, 0, 90.1403, 0, 0, 0, 69.8348, 0, 91.6102, 27.1738, 57.605, 0, 64.9117, 0, 32.8447, 27.7603, 77.2709, 14.4519, 35.7951, 0, 62.3069, 0, 0, 0, 0, 41.6061, 0, 0, 0, 35.9961, 0, 79.8747, 29.2589, 75.8088, 0, 0, 0, 15.5345, 3.9955, 67.3474, 0, 0, 80.7682, 15.1308, 74.052, 0, 58.1132, 2.9403, 0, 10.0984, 0, 0, 0, 23.6288, 52.9216, 0, 0, 4.4469, 6.4983, 33.2504, 20.2567, 71.3772, 62.5315, 0, 89.4171, 0, 39.0528, 14.0075, 0, 52.227, 58.1928, 14.5689, 0, 57.2715, 93.3757, 0, 25.8264, 84.2282, 0, 89.7366, 0, 0, 0, 0, 0, 0]
[57.2741, 52.1845, 43.6035, 31.6976, 0, 0, 54.341, 15.7877, 0, 0, 0, 0, 13.9956, 0, 54.6556, 48.3826, 0, 0, 9.3874, 16.177, 0, 2.5522, 16.4073, 0, 11.6105, 89.935, 10.1628, 0, 0, 0, 83.6174, 92.9831, 48.3382, 20.7119, 91.4944, 62.4308, 0, 83.2515, 43.2339, 20.8095, 0, 0, 0, 0, 0, 87.773, 30.5977, 3.5051, 0, 0, 0, 0, 30.7201, 0, 77.7893, 0, 55.2665, 83.6711, 52.9518, 0, 65.4661, 0, 97.4724, 98.129, 90.2365, 46.8437, 0, 0, 80.1075, 23.3868, 75.1893, 76.1234, 0, 83.6332, 96.4719, 0, 59.2163, 4.8604, 16.3657, 0, 26.7155, 0, 34.2796, 62.9347, 0, 0, 0, 47.2217, 0, 0, 0, 0, 0, 0, 96.3979, 66.8994, 79.0629, 97.9894, 57.4748, 75.6699, 0, 0, 0, 52.2925, 0, 0, 18.2352, 2.9572, 74.1069, 0, 0, 58.5452, 41.183, 0, 48.267, 0, 0, 0, 0, 0, 36.3596, 58.3386, 15.0612, 64.9553, 0]
