[0, 0, 16.426, 0, 0, 0, 63.7491, 0, 0, 0, 25.6544, 60.2783, 0, 38.2096, 12.5808, 0, 50.5044, 58.9738, 77.1283, 0, 0, 74.8243, 0, 0, 39.3896, 23.1921, 0, 10.8663, 20.6702, 0, 91.2941, 0, 0, 88.4988, 0, 0, 73.0694, 0, 7.7634, 0, 91.9337, 97.4227, 26.6251, 0, 0, 0, 99.4522, 0, 77.7747, 0, 0, 63.5773, 0, 0, 0, 0, 0, 47.6897, 96.6641, 92.0458, 33.2089, 0, 0, 0, 68.0292, 6.8005, 0, 75.7421, 25.6899, 62.7908, 0, 95.1642, 0, 0, 7.638, 53.8372, 90.6109, 0, 0, 60.0624, 0, 6.9263, 0, 9.8165, 0, 13.345, 0, 0, 0, 13.7092, 0, 0, 0, 0, 86.1239, 34.4819, 0, 0, 86.0247, 63.3229]
[0, 0, 0, 63.5002, 49.914, 92.3482, 0, 13.0118, 0, 66.6319, 29.5901, 91.4675, 39.8535, 24.3081, 0, 0, 76.2475, 13.519, 0, 50.3121, 24.9381, 0, 0, 76.3633, 59.2872, 0, 0, 65.7108, 0, 0, 0, 84.1163, 0, 0, 38.6261, 0, 0, 11.4966, 22.6533, 0, 23.6086, 49.3715, 84.0178, 86.6106, 7.2585, 64.6512, 0, 50.8907, 52.0571, 21.4261, 81.3855, 19.0935, 0, 2.9028, 15.4878, 66.2391, 0, 0, 22.0471, 71.4786, 0, 82.1496, 73.06, 0, 0, 0, 35.8936, 16.2249, 0, 0, 0, 0, 16.6144, 20.9271, 66.3169, 20.2105, 57.9095, 27.3474, 0, 53.7917, 0, 0, 63.6362, 0, 0, 99.4957, 40.6874, 36.3684, 80.1712, 0, 14.0343, 0, 0, 26.1598, 61.4523, 0, 0, 0, 44.843, 0]
[16.426, 0, 0, 62.7009, 39.9108, 39.9321, 90.1267, 23.7385, 39.2145, 46.9787, 90.6924, 28.4455, 0, 55.5985, 59.9513, 0, 0, 0, 0, 78.8235, 0, 16.3985, 22.6659, 39.7187, 0, 84.884, 0, 0, 0, 0, 71.1269, 62.909, 0, 23.5658, 0, 82.3217, 96.7808, 89.8067, 95.4528, 0, 0, 74.2613, 0, 0.0299, 0, 78.6373, 17.4492, 0, 0, 0, 0, 0, 37.8846, 67.4479, 5.5209, 55.8935, 0, 89.9784, 0, 85.1107, 50.6207, 67.0147, 98.9942, 18.7143, 50.7211, 66.1697, 1.3154, 0, 86.4216, 0, 35.4008, 0, 38.537, 15.8481, 0, 0, 13.3611, 57.1176, 57.3002, 0, 44.7844, 79.6711, 72.3265, 24.1603, 18.3968, 0, 0, 89.4608, 0, 0, 10.0785, 0, 83.843, 84.9444, 0, 40.679, 31.5744, 0, 50.7289, 50.9166]
[0, 63.5002, 62.7009, 0, 24.0764, 0, 0, 12.7604, 0, 0, 0, 90.9653, 0, 0, 0, 0, 0, 38.3116, 0, 0, 59.7806, 64.4216, 36.6721, 44.5323, 0, 18.3991, 65.0704, 0, 85.1806, 75.7701, 0, 0, 0, 67.5775, 0, 0, 0, 0, 0, 0, 81.7811, 4.7865, 4.9271, 0, 0, 30.6456, 0, 0, 12.8523, 93.2247, 0, 0, 52.428, 0, 11.3993, 0, 83.5807, 34.5732, 57.4901, 19.192, 92.1235, 19.957, 0, 2.1533, 95.7436, 45.7833, 67.7002, 0, 56.3472, 69.0608, 0, 0, 0, 45.7003, 90.9649, 25.326, 47.6921, 0, 56.4373, 0, 98.0125, 66.4007, 14.6143, 93.1061, 13.1997, 39.6774, 24.278, 0, 56.6986, 97.2749, 0, 0, 0, 86.1108, 22.1902, 65.631, 49.4068, 79.6059, 0, 18.6331]
[0, 49.914, 39.9108, 24.0764, 0, 0, 0, 0, 13.0299, 0, 68.7912, 66.447, 0, 8.1674, 0, 0, 0, 4.2241, 0, 0, 0, 7.4396, 0, 0, 10.3983, 94.4254, 0, 0, 60.4297, 12.658, 49.428, 25.2381, 65.8154, 0, 1.6932, 0, 0, 42.0231, 66.6825, 24.044, 90.3296, 36.0654, 0, 80.6297, 0, 1.2761, 0, 0, 0, 48.3996, 86.8571, 0, 0, 46.4964, 0, 99.7068, 0, 0, 6.0387, 35.2428, 0, 10.5108, 0, 55.9622, 59.5413, 76.1043, 17.4392, 15.3363, 95.8507, 15.0119, 0, 0, 0, 63.9556, 0, 62.0, 72.319, 0, 98.8603, 0, 0, 28.4719, 66.9148, 0, 0, 20.4256, 28.565, 0, 60.6326, 30.9153, 13.5424, 47.3382, 0, 0, 74.5045, 0, 2.9277, 98.8712, 7.2329, 57.4651]
[0, 92.3482, 39.9321, 0, 0, 0, 16.4569, 39.8097, 38.3262, 0, 5.5283, 53.8676, 22.3106, 87.6189, 68.339, 83.5349, 98.1936, 21.5387, 68.9986, 77.8557, 0, 0, 52.0509, 17.0884, 0, 0, 0, 0, 63.3237, 0, 19.1089, 0, 43.3164, 0, 84.5129, 0, 0, 3.8352, 80.0816, 30.385, 0, 0.3945, 10.3919, 0, 0, 96.072, 71.2498, 0, 99.8884, 53.3924, 0, 0, 0, 45.7134, 14.4741, 27.3156, 41.1836, 38.6994, 81.9503, 27.4731, 0, 0, 0, 0, 26.0003, 42.4433, 81.1185, 6.9994, 44.6463, 94.7333, 0, 0, 0, 0, 86.6443, 95.8531, 4.5235, 0, 0, 50.9331, 2.8602, 46.6771, 16.9817, 42.8619, 0, 5.3203, 0, 0, 61.7102, 47.8809, 81.2756, 45.7045, 60.6366, 0, 0, 46.3547, 0, 98.4987, 65.7361, 0]
[63.7491, 0, 90.1267, 0, 0, 16.4569, 0, 69.4565, 85.0479, 97.2392, 0, 0, 14.8235, 0, 31.9911, 0, 84.3048, 2.2212, 0, 0, 0, 0, 93.9951, 32.547, 74.9162, 0, 0, 19.0017, 0, 81.7244, 20.843, 96.2277, 30.7713, 0, 0, 38.644, 45.855, 0, 0, 0, 0, 27.3153, 46.0588, 0.8721, 0, 52.6062, 95.8332, 32.1984, 0, 67.3877, 0, 51.6431, 38.8939, 52.1128, 77.7018, 10.8856, 87.1775, 0, 0, 0, 0, 0, 71.1166, 97.3137, 0, 29.4794, 0, 0, 39.0698, 42.3895, 46.5665, 0, 0, 0, 62.5189, 64.1884, 28.7835, 0, 97.0967, 0, 38.7644, 96.2708, 91.1467, 76.0641, 9.7289, 54.5886, 43.6353, 0, 31.194, 47.6002, 0, 88.3053, 0, 0, 0, 0, 0, 19.3679, 17.1652, 92.2806]
[0, 13.0118, 23.7385, 12.7604, 0, 39.8097, 69.4565, 0, 80.2789, 0, 13.9756, 26.3087, 31.2804, 69.4999, 74.1125, 0, 30.5031, 31.6929, 0, 0, 0, 0, 0, 0, 17.0274, 73.7408, 0, 0, 2.5975, 62.4285, 0, 51.4801, 12.3027, 0, 60.3922, 0, 30.8112, 65.4112, 7.4783, 12.4746, 54.1985, 90.2123, 0, 0, 0, 0, 0, 0, 0, 0, 51.3685, 0, 86.2918, 0, 0, 0, 0, 15.959, 11.465, 98.4974, 94.682, 15.8953, 0, 92.8031, 0, 12.975, 8.5521, 73.4027, 0, 68.779, 0, 0, 11.2979, 0, 61.036, 30.1908, 67.559, 0, 30.0514, 19.495, 0.8722, 0, 0, 15.9568, 37.9533, 56.8178, 0, 0, 27.4042, 0, 47.2139, 16.0219, 29.5669, 0, 0, 52.6454, 63.731, 0, 0, 45.2195]
[0, 0, 39.2145, 0, 13.0299, 38.3262, 85.0479, 80.2789, 0, 99.3241, 0, 0, 25.3687, 0, 41.4087, 81.6307, 41.8123, 0, 92.5163, 2.7363, 24.5603, 0, 0, 0, 0, 91.2839, 0, 0, 79.0618, 0, 0, 0, 0, 2.6146, 10.1051, 3.2612, 0, 0, 16.6691, 0, 0, 94.6326, 94.2452, 21.4783, 0, 0, 0, 0, 13.9834, 78.1995, 0, 92.7433, 0, 0, 62.7189, 64.7625, 26.1605, 4.8611, 61.2164, 0, 10.819, 60.1659, 29.9115, 0, 0, 51.9602, 97.3816, 23.3618, 0, 89.5452, 0, 0, 0, 78.0803, 66.7363, 89.3877, 0, 20.1645, 77.0651, 52.9481, 90.7805, 82.4286, 4.7611, 14.1005, 13.392, 0, 0, 25.0033, 16.5071, 36.9539, 0, 0, 0, 0, 16.7171, 45.1375, 97.0189, 0, 91.8131, 86.3108]
[0, 66.6319, 46.9787, 0, 0, 0, 97.2392, 0, 99.3241, 0, 0, 0, 19.3439, 2.3654, 37.2769, 90.6635, 0, 0, 12.8472, 0, 0, 0, 0, 76.2452, 0, 0, 55.101, 23.303, 0, 0, 75.2033, 78.3058, 17.6962, 92.3711, 0, 0, 0, 29.312, 88.7279, 71.765, 59.5745, 0, 2.6136, 0, 39.3724, 55.9092, 44.2062, 51.1801, 13.2389, 73.5716, 75.4812, 48.3778, 0, 14.8471, 91.8195, 35.3911, 0, 0, 0, 33.4565, 65.8354, 87.5255, 20.0483, 0, 29.8617, 0, 73.5468, 0, 68.4773, 0, 19.0384, 0, 18.2637, 37.6196, 0, 15.6919, 54.812, 0, 0, 4.6548, 0, 88.1528, 0, 73.3553, 0, 93.6047, 49.9399, 0, 0, 10.7753, 61.0037, 49.7316, 0, 43.4174, 0, 73.1493, 68.1238, 58.6997, 43.2432, 0]
