[0, 96.021, 56.326, 0, 0, 0, 0, 61.162, 27.3453, 0, 52.6649, 0, 21.7587, 14.1175, 38.1901, 0, 0, 0, 0, 0, 0, 4.7277, 34.7214, 51.9873, 56.2158, 22.5415, 55.071, 0, 11.355, 65.0307, 0, 38.8951, 26.8631, 0, 0, 79.4075, 36.874, 87.5524, 0, 91.175, 0, 49.5654, 70.4167, 0, 71.6185, 26.4515, 84.5675, 0, 0, 0, 16.2719, 0, 0, 0, 8.6347, 0, 70.9536, 40.8843, 72.7234, 0, 0, 21.0989, 51.4264, 0, 77.4382, 76.9921, 68.2114, 0, 64.9167, 13.3502, 79.5394, 15.1302, 0, 0, 50.5809, 64.5338, 70.2553, 0, 41.3815, 0, 38.0271, 89.9214, 0, 0, 21.3777, 35.9764, 0, 33.1763, 0, 0, 18.1542, 0, 46.0198, 0, 0, 96.1245, 65.3354, 14.4004, 52.8267, 0, 48.3432, 5.6841, 0, 86.7153, 0, 51.2297, 9.9154, 87.5903, 37.6726, 0, 18.2902, 0, 0, 0, 0, 0, 91.2462, 0, 86.8368, 0, 89.4899, 56.5342, 20.3444, 67.4299, 0, 0, 0, 0, 17.1932, 0, 0, 0, 20.2859, 0, 17.0161, 0, 49.557, 0, 0, 93.853, 10.2632, 0, 26.1991, 0, 0, 0, 0, 20.7516, 88.2082, 0, 0, 85.1088, 0, 63.2347, 0, 72.838, 68.8479, 0, 0, 58.5126, 95.2998, 35.3212, 0, 5.0137, 0, 34.1015, 35.6823, 96.2368, 19.9001, 71.1415, 75.4665, 56.0212, 17.2302, 0, 0]
[96.021, 0, 46.5183, 0, 55.8893, 17.1601, 0, 0, 0, 0, 0, 31.6283, 0, 55.4642, 30.0136, 0, 91.1497, 0, 0, 88.0344, 73.5089, 74.2295, 0, 27.7474, 0, 0, 51.1887, 0, 27.6183, 61.4456, 56.9406, 48.1396, 0, 8.6248, 0, 88.8009, 0, 0, 0, 99.1158, 0, 0, 80.2685, 93.1621, 14.374, 0, 42.9034, 10.262, 21.7143, 67.911, 5.6544, 11.5335, 26.4823, 0, 88.5463, 63.7692, 0, 0, 91.8873, 0, 0, 0, 12.7681, 74.0302, 0, 0, 0, 0, 36.8874, 12.2787, 5.4842, 96.6996, 91.3323, 74.0697, 78.6158, 0, 0, 57.0516, 0, 23.8767, 0, 0, 64.4137, 73.4648, 96.8931, 20.6314, 0, 0, 39.2541, 66.6849, 76.0682, 0, 0, 0, 20.7268, 67.5318, 31.0955, 0, 60.7057, 0, 28.7354, 36.9542, 34.3763, 0, 0, 27.4951, 39.2764, 0, 11.7107, 21.9998, 28.4898, 22.2632, 77.9326, 44.7702, 81.4529, 0, 32.9413, 91.5185, 14.3094, 94.2677, 19.4596, 0, 29.0767, 33.9083, 79.3476, 0, 60.8995, 98.8245, 0, 17.5663, 19.2709, 0, 22.926, 71.6898, 0, 7.274, 0, 0, 52.7943, 0, 0, 0, 0, 0, 13.2043, 54.8007, 2.8146, 0, 38.904, 93.1551, 0, 0, 2.3262, 96.3744, 0, 79.1191, 0, 51.476, 29.4605, 0, 4.2375, 82.8485, 97.4813, 61.9733, 79.197, 88.5044, 97.2953, 0, 0, 0, 0, 0, 94.4841, 4.8593, 36.6246]
[56.326, 46.5183, 0, 92.655, 94.6155, 92.352, 0, 0, 0, 7.1133, 43.6102, 0, 6.5111, 0, 1.1511, 76.7853, 0, 0.5989, 17.5342, 26.9794, 0, 0, 53.9487, 87.2369, 73.6512, 67.8454, 45.9447, 0, 39.7077, 0, 78.757, 0, 0, 0, 0, 35.6311, 66.959, 44.6763, 0, 0, 8.0553, 0, 0, 0, 87.9195, 0, 67.8985, 23.095, 0, 0, 95.2309, 54.2024, 22.1659, 95.7432, 84.9781, 0, 36.1287, 27.9852, 88.9415, 56.8852, 34.9745, 0, 0, 0, 38.3797, 83.242, 0, 38.1152, 97.7476, 92.6689, 0, 0, 0, 2.2698, 82.9059, 79.4489, 0, 49.8332, 82.5785, 0, 0, 94.1449, 76.5199, 0, 74.0844, 56.0138, 59.0977, 0, 62.0703, 0, 0, 0, 37.3033, 0, 54.8401, 0, 72.1163, 0, 38.0955, 0, 94.6032, 0, 0, 80.3161, 0, 0, 94.1898, 75.1516, 70.8769, 0, 25.8368, 7.4773, 0, 28.5296, 77.6418, 66.5043, 0, 87.0958, 0, 0, 0, 33.916, 26.8243, 0, 64.3783, 9.4301, 81.394, 0, 37.5275, 44.5619, 0, 73.0308, 10.4148, 69.8777, 0, 88.2773, 0, 47.8613, 0, 0, 99.6639, 98.0557, 40.1053, 0, 0, 88.6037, 61.2156, 95.0803, 0, 0, 0, 0, 0, 43.5338, 30.9145, 0, 0, 5.0505, 34.8463, 0, 28.2126, 0, 0, 3.3281, 57.6772, 0, 0, 3.2997, 54.2779, 0, 21.9192, 58.9202, 34.3299, 0, 0]
[0, 0, 92.655, 0, 0, 0, 78.5979, 0, 17.3677, 0, 63.628, 18.5205, 11.6554, 98.7236, 0, 0, 0, 0, 0, 69.6498, 0.9928, 0, 15.5743, 0, 0, 17.0799, 0, 52.3851, 47.025, 25.6829, 95.2918, 0, 23.7574, 0, 89.8549, 0, 0, 70.0226, 0, 26.2664, 0, 41.7712, 0, 0, 94.666, 0, 0, 0, 0, 0, 0, 0, 15.0741, 0, 93.3429, 0, 0, 60.382, 72.5537, 0, 0, 0, 20.2176, 22.1412, 17.6755, 89.1739, 0, 0, 0, 0, 3.8704, 0, 42.9121, 0, 96.0775, 0, 0, 0, 0, 0, 65.3188, 0, 33.3279, 0, 0, 70.4736, 0, 67.1402, 29.9462, 37.8828, 0, 0, 85.1256, 0, 0, 21.9602, 64.9777, 73.6949, 78.0394, 32.2226, 90.3598, 49.4812, 15.3173, 12.1135, 10.2091, 54.8244, 69.9821, 0, 0, 68.5849, 72.3211, 67.7209, 0, 79.601, 0, 98.6662, 0, 2.2521, 60.2609, 30.7501, 88.4502, 11.1818, 0, 0, 47.2199, 28.5782, 0, 23.5116, 98.4774, 6.3971, 0, 0, 76.8428, 74.5279, 0, 2.5236, 77.2568, 89.2935, 0, 0, 43.8704, 88.1682, 0, 0, 28.4116, 0, 90.5896, 64.6303, 61.5204, 0, 55.1074, 0, 0, 0, 27.6159, 75.4667, 60.2606, 0, 0, 26.1487, 0, 23.927, 0.4508, 36.7631, 65.4286, 44.0825, 0, 35.1231, 48.5719, 79.2659, 6.7241, 30.5262, 84.2982, 46.7608, 5.8201]
[0, 55.8893, 94.6155, 0, 0, 89.1169, 0, 0, 0, 30.3685, 89.9805, 12.5919, 52.2545, 0, 86.637, 28.1881, 0, 0, 17.7304, 80.9884, 23.2392, 12.8493, 37.0857, 0, 53.0267, 32.2177, 43.4508, 95.595, 38.1564, 0, 81.0326, 0, 49.4086, 69.7888, 96.5233, 0, 0, 0, 0, 16.8363, 0, 0, 86.0907, 0, 41.9596, 98.8537, 65.8811, 67.0484, 0, 0, 0, 36.0773, 11.9869, 96.7052, 33.2791, 91.0557, 47.0469, 0, 63.484, 5.5605, 0, 0, 0, 0, 0, 0, 63.6901, 0, 0, 0, 84.8442, 47.7973, 71.7174, 85.9161, 47.761, 0, 0, 0, 0, 8.4253, 0, 3.9909, 30.0252, 54.1465, 62.3327, 92.7758, 0, 0, 0, 3.8052, 81.8953, 1.636, 0, 8.715, 36.1133, 39.0858, 54.2751, 0, 0, 0, 0, 0, 52.0771, 0, 0, 20.353, 0, 28.9148, 0, 59.4793, 35.8531, 19.7865, 0, 98.4589, 0, 0, 0, 13.1715, 92.416, 0, 76.0192, 0, 0, 84.3109, 0, 0, 1.4228, 0, 18.4255, 63.5234, 59.7246, 0, 85.1848, 41.7627, 26.0762, 0, 98.7547, 22.066, 58.9146, 48.5945, 0, 79.9164, 0, 0, 0, 61.4599, 0, 18.8162, 39.0213, 0, 0, 10.0883, 0, 35.3253, 16.5094, 0, 90.0204, 0, 0, 21.8265, 89.7838, 0, 0, 60.9003, 0, 0, 82.2936, 0, 0, 20.6029, 0, 0, 6.0752, 36.4859, 0]
[0, 17.1601, 92.352, 0, 89.1169, 0, 0, 85.006, 0, 0, 59.8385, 98.1611, 0, 70.4756, 0, 0, 38.0088, 0, 0, 43.4703, 0, 0, 0, 73.9427, 72.8905, 0, 51.285, 18.9526, 0, 20.6454, 0, 68.2708, 74.6013, 0, 84.2365, 0, 0, 45.4919, 12.3781, 37.093, 89.2118, 43.2915, 67.2921, 12.6668, 13.7909, 16.6175, 0, 0, 0, 0, 0, 19.6542, 0, 49.7693, 44.1523, 0, 33.2684, 0, 42.8655, 0, 36.2675, 0, 0, 0, 46.0271, 52.4603, 61.7522, 0, 37.8253, 66.262, 0, 10.2017, 92.9583, 0, 0, 56.7131, 1.5655, 0, 0, 49.0078, 20.4064, 0, 0.3224, 0, 16.54, 0, 40.0316, 0, 85.1212, 92.4921, 51.0083, 0, 0, 48.1493, 32.7448, 0, 83.3712, 62.4049, 20.4978, 88.7653, 97.4857, 59.3815, 46.505, 0, 10.5462, 43.107, 0, 0.4292, 55.249, 40.0611, 0, 66.2853, 0, 0, 0, 0, 79.3329, 74.9152, 0, 0, 73.1063, 40.5154, 52.8395, 31.5075, 0, 0, 95.4628, 81.4007, 28.8586, 0, 0, 84.8317, 0, 62.8007, 45.7297, 0, 0, 61.8461, 50.1043, 0, 92.0591, 65.3058, 0, 0, 71.6935, 0, 0, 2.5404, 0, 60.5567, 87.3702, 81.9556, 0.518, 0, 0, 0, 61.0655, 0, 0, 84.7287, 0, 0, 86.0319, 0, 0, 33.4812, 0, 0, 0, 0, 22.7497, 0, 0, 90.9869, 0]
[0, 0, 0, 78.5979, 0, 0, 0, 20.7798, 20.3914, 0, 3.1039, 0, 94.6672, 0, 0, 92.5954, 0, 26.1856, 40.8381, 49.3411, 43.5573, 5.7896, 0, 74.6609, 0, 24.4758, 0, 89.786, 79.5371, 98.4545, 2.4371, 21.4936, 0, 0, 0, 11.8362, 65.697, 8.0564, 40.1231, 20.9427, 38.1462, 36.8058, 0, 0, 0, 61.9475, 0, 19.0813, 0, 0, 0, 88.6934, 35.2697, 0, 0, 84.557, 7.7368, 55.3171, 0, 0, 8.1933, 36.6273, 0, 0, 0, 86.8882, 52.3129, 82.6017, 0.7112, 30.2259, 55.462, 26.2354, 75.7473, 14.4839, 0, 2.2612, 0, 0, 0, 0, 0, 0, 91.935, 0, 0, 93.4119, 20.3372, 22.5852, 0, 0, 15.0999, 0, 75.9267, 0, 22.2202, 15.9641, 0, 18.4212, 14.4995, 8.3697, 0, 0, 0, 0, 65.5343, 0, 39.5645, 75.6611, 0, 0, 97.018, 83.883, 0, 90.4689, 7.024, 61.3402, 0, 0, 0, 91.8315, 84.4236, 36.6067, 0, 0, 5.6676, 0, 2.9683, 0, 90.92, 0, 69.938, 0, 23.4628, 0, 39.2194, 59.1522, 0, 50.8145, 0, 29.4971, 0, 83.4434, 13.3061, 68.1825, 13.8326, 84.8698, 91.88, 0, 52.0706, 0, 0, 0, 53.9478, 0, 51.6173, 22.8384, 0, 21.83, 0, 13.1328, 0, 0, 0, 55.6977, 0, 0, 0, 0, 43.7766, 0, 0, 48.958, 0, 31.1175, 10.0831]
[61.162, 0, 0, 0, 0, 85.006, 20.7798, 0, 49.1455, 68.2132, 0, 0, 29.5674, 0, 81.843, 76.4654, 72.6006, 88.3464, 88.0327, 10.1354, 0, 78.9296, 0, 61.2646, 39.9061, 11.9464, 0, 1.7041, 50.2388, 61.6301, 2.3606, 0, 0, 22.7777, 80.5578, 6.4583, 23.7413, 67.3316, 57.8371, 0, 75.0599, 50.4271, 42.027, 1.8153, 0, 32.4223, 90.3242, 0, 0, 0, 0, 0, 91.4349, 12.1556, 94.3128, 75.764, 51.7851, 0, 0, 0, 3.0845, 46.9068, 54.8885, 0, 0, 0, 22.187, 0, 13.9739, 0.6456, 50.8225, 0, 30.8773, 85.7063, 29.4202, 0, 83.3768, 34.5485, 0, 0, 4.8959, 3.5297, 0, 0, 0, 0, 0, 19.3853, 39.3455, 0, 0, 90.2647, 0, 0, 43.4949, 0, 60.0583, 44.7561, 42.1205, 12.2336, 0, 0, 0, 18.3732, 84.5712, 0, 0, 0, 0, 52.9333, 30.6873, 20.8037, 0, 98.7795, 0, 0.7907, 0, 0, 0, 92.0172, 63.2115, 0, 0, 0, 0, 0, 45.397, 0, 0, 93.2777, 25.5465, 81.6073, 0, 87.9738, 52.5971, 58.8221, 0, 51.6701, 75.0316, 0, 0, 0, 77.7383, 0, 0, 0, 39.7453, 0, 0, 33.83, 76.7633, 0, 29.8365, 0, 0, 1.7935, 0, 0, 98.1109, 0, 67.1589, 0, 0, 59.9531, 62.1694, 0, 91.1237, 96.2209, 0, 53.2406, 86.4429, 30.8079, 10.786, 93.5461, 0]
[27.3453, 0, 0, 17.3677, 0, 0, 20.3914, 49.1455, 0, 87.4287, 0, 0, 65.2905, 0, 75.6665, 86.5651, 44.6033, 60.7937, 51.5974, 0, 0, 6.3186, 96.0595, 0, 10.4031, 0, 19.6738, 70.8366, 45.9224, 0, 90.42, 89.6005, 62.0216, 36.0036, 25.451, 0, 0, 0, 53.8398, 78.1155, 0, 0, 0, 81.0691, 82.0411, 75.4453, 63.7266, 58.5091, 29.903, 46.9267, 0.5001, 0, 0, 0, 0, 0, 92.6163, 14.6176, 45.6208, 43.4966, 23.2486, 76.804, 0, 0, 0, 7.7954, 83.3755, 0, 0, 29.893, 48.4685, 22.9407, 0, 41.0929, 0, 0, 99.8053, 0, 0, 0, 0, 48.7257, 0, 96.5194, 0, 0, 55.6183, 66.5227, 0, 0, 52.7728, 67.5214, 84.2489, 63.6597, 0, 12.1074, 0, 6.181, 0, 6.2499, 68.7038, 44.7469, 0, 0, 5.8888, 0, 75.0373, 62.1547, 0, 0, 0, 19.5207, 0, 1.2524, 78.9653, 94.3495, 11.6619, 0, 15.6487, 59.413, 88.3401, 38.437, 0, 84.9174, 11.0761, 0, 91.7155, 93.1125, 16.9876, 58.4311, 0, 0, 0, 0, 0, 48.099, 0, 0, 0, 84.9826, 59.2478, 0, 30.8614, 23.2574, 48.6359, 75.1072, 3.3387, 80.6013, 0, 0, 66.0927, 0, 0, 72.9957, 0, 0, 90.2967, 0, 34.0029, 0, 21.7552, 0, 0, 0, 28.5056, 0, 10.771, 0, 44.8945, 0, 43.2772, 0, 86.7977, 19.5591, 51.2079]
[0, 0, 7.1133, 0, 30.3685, 0, 0, 68.2132, 87.4287, 0, 69.56, 0, 39.5451, 53.9674, 32.3572, 18.1458, 0, 0, 0, 74.918, 0, 42.4252, 49.2709, 10.0565, 12.5569, 84.117, 0, 83.1181, 84.6113, 0, 0, 0, 0, 4.8433, 0, 98.8251, 0, 43.4631, 47.4364, 0, 3.9702, 0, 0, 66.9563, 43.7708, 0, 0, 0, 0, 0, 0, 75.9866, 0, 12.3957, 88.4658, 0, 0, 29.4659, 0, 0, 95.1886, 84.0801, 0, 1.9271, 0, 99.5137, 0, 0, 60.3753, 0, 0, 88.9819, 0, 27.8462, 73.4376, 0, 39.8521, 95.5738, 49.5093, 0, 98.0726, 0, 0, 0, 21.4021, 0, 22.9233, 0, 11.9575, 39.4443, 95.0521, 84.9996, 0, 0, 31.8965, 0, 0, 24.0342, 0, 9.6678, 31.9883, 11.5056, 96.5468, 23.7039, 0, 48.1893, 0, 11.9146, 0, 0, 0, 16.8365, 0, 0, 65.769, 5.841, 35.5968, 73.7604, 19.5822, 3.2027, 70.6111, 82.7622, 0, 0, 22.3196, 92.6425, 0, 0, 0, 0, 24.9215, 6.4306, 0, 0, 50.9499, 75.8277, 61.0304, 1.3956, 0, 0, 0, 28.1491, 54.7757, 18.1703, 5.8214, 0, 0, 47.9423, 0, 43.3511, 87.6081, 0, 54.904, 0, 0, 0, 0, 0, 94.1302, 29.4105, 0, 0, 0, 0, 0, 0, 91.9793, 28.8485, 0, 32.5512, 37.0883, 0, 23.6439, 42.9689, 0]
