[0, 92.9978, 0, 0, 17.8177, 0, 0, 79.8881, 65.895, 0, 7.6392, 0, 0, 0, 38.8294, 0, 0, 97.1576, 30.2144, 64.7605, 34.1902, 0, 56.7987, 90.3317, 0, 50.7711, 0, 17.1762, 35.7958, 33.811, 0, 91.7974, 81.349, 70.7997, 0, 0, 53.0043, 0, 75.3901, 79.1358, 29.9237, 0, 16.9799, 70.2713, 0, 79.7873, 0, 0, 38.5293, 0, 22.9996, 59.0569, 24.3171, 41.1488, 0, 45.2869, 0, 50.3836, 32.0186, 36.3845, 5.9884, 68.7715, 42.7184, 47.9265, 82.9769, 4.9442, 0, 15.235, 0, 39.9291, 24.3344, 59.6623, 0, 0, 10.9922, 16.642, 0, 0, 2.6583, 0, 0, 7.0514, 0, 0, 88.442, 31.2492, 0, 0, 0, 0, 0, 6.85, 9.5716, 0, 17.2349, 98.3935, 0, 19.0681, 19.8593, 34.3947, 0, 0, 18.5434, 12.6983, 0, 0, 33.9737, 0, 42.1936, 82.6133, 0, 0, 49.4154, 0, 0, 0, 0, 45.7023, 31.481, 0, 4.331, 0, 0, 0, 0, 0, 72.3358, 0, 59.5374, 0, 0, 82.9613, 16.6184, 36.8014, 77.2935, 26.5337, 0, 0, 0, 0, 0, 0, 77.1581, 60.095, 49.9901, 24.6951, 0, 70.0079, 40.4966, 0]
[92.9978, 0, 0, 59.7074, 0, 0, 0, 0, 0, 97.3018, 0, 65.3368, 84.6752, 9.0291, 94.5033, 1.7876, 0, 70.2837, 95.5353, 0, 0, 89.2252, 79.6468, 55.9979, 85.5379, 70.1286, 33.3104, 12.7594, 0, 0, 0, 0, 34.1629, 0, 42.8954, 49.7444, 61.0963, 40.8303, 3.8098, 0, 13.8708, 0, 77.6867, 0, 65.0268, 0, 82.8962, 0, 0, 44.1829, 0, 12.9436, 41.2534, 38.1471, 21.0976, 84.7967, 0, 0, 0, 17.7233, 38.8002, 14.0058, 40.6663, 0, 0, 42.9558, 10.0925, 0, 0, 0, 81.8482, 0, 28.9526, 0, 36.7255, 2.3778, 0, 16.9977, 24.386, 11.3254, 0, 0, 0, 47.6197, 99.9649, 0, 58.8948, 56.6546, 58.5726, 46.7352, 76.2273, 0, 36.1174, 56.777, 0, 0, 0, 98.8071, 13.7782, 64.6274, 71.6508, 75.888, 42.2882, 71.2212, 15.7952, 95.0823, 0, 27.7505, 0, 14.413, 0, 43.1116, 22.0482, 51.9633, 69.034, 5.9666, 0, 0, 0, 0, 0, 28.0335, 79.175, 0, 93.6846, 33.7711, 55.8578, 0, 57.6162, 97.4957, 0, 27.0749, 0, 24.0242, 0, 59.2341, 0, 0, 88.3964, 3.6838, 0, 0, 99.732, 79.8564, 0, 0, 89.6715, 0, 14.1813, 30.3505]
[0, 0, 0, 36.9314, 83.0345, 0, 27.5596, 68.6179, 0, 0, 48.9478, 0, 29.0439, 97.0879, 0, 0, 74.7916, 68.0885, 0, 61.9155, 23.9081, 21.6795, 88.9149, 70.0402, 0, 31.3346, 89.7294, 94.2619, 19.8398, 0, 0, 95.0342, 0, 0, 0, 0, 0, 0, 31.8258, 0, 45.1559, 0, 0, 0, 55.5946, 0, 0, 55.6783, 44.154, 0, 31.9032, 0, 39.7502, 0, 0, 0, 58.718, 35.4809, 28.2915, 39.6614, 0, 28.4548, 7.2382, 84.843, 0, 1.7137, 19.4384, 3.4025, 0, 35.4083, 96.2619, 91.3719, 52.548, 43.9166, 93.8737, 3.9175, 0, 0, 0, 28.2523, 0.8817, 0, 60.8583, 29.7576, 35.9333, 0, 11.2634, 0, 0, 75.9185, 11.8318, 0, 9.5929, 16.6969, 0, 30.3808, 0, 57.0081, 0, 0, 67.4915, 49.2999, 91.6877, 78.191, 78.2933, 0, 0, 0, 0, 83.9688, 5.05, 0, 5.3834, 69.8287, 0, 0, 90.5428, 0, 85.2144, 85.8203, 9.8621, 17.8104, 0, 0, 0, 0, 96.6144, 88.0204, 0, 43.7113, 16.1725, 63.7776, 50.2897, 0, 65.7327, 0, 4.8632, 0, 24.4808, 0, 0, 0, 33.6735, 0, 0, 93.2111, 0, 38.9042, 63.139, 0]
[0, 59.7074, 36.9314, 0, 83.5628, 7.8826, 27.0951, 87.7855, 24.4604, 52.8033, 94.6832, 96.096, 29.662, 0, 0, 33.5329, 0.8976, 59.5574, 9.3614, 33.0537, 78.9266, 88.2515, 36.0045, 0, 69.2035, 31.1967, 15.7457, 0, 0.4522, 0, 8.2581, 43.9665, 48.192, 51.8624, 0, 71.1125, 0, 0, 16.8372, 0, 0, 63.9698, 32.5104, 0, 0, 6.0554, 19.1394, 0, 42.4143, 52.0079, 0, 74.2666, 29.5417, 31.4309, 97.1327, 0, 0, 0, 96.2142, 83.4067, 52.2298, 0, 0, 49.9979, 0, 0, 0, 12.4029, 0, 30.8072, 0, 98.9392, 0, 26.5062, 94.5099, 0, 0, 32.3667, 22.2923, 0, 0, 0, 0, 0, 36.1375, 18.3143, 0, 0, 84.4203, 0, 22.9725, 0, 0, 96.9047, 28.7751, 44.6863, 82.9147, 14.7316, 71.9911, 0, 60.3711, 0, 94.1046, 72.9747, 98.3554, 33.6232, 0, 12.962, 59.9595, 9.5207, 57.4453, 68.2086, 3.0397, 0, 84.5767, 59.5659, 0, 0, 77.2359, 25.2458, 0, 47.2981, 0, 0, 46.6126, 19.1353, 0, 32.2515, 23.148, 0, 34.9273, 16.009, 0, 72.2863, 0, 83.8167, 0, 0, 0, 19.7025, 0, 0, 0, 0, 73.359, 11.8449, 37.838, 0, 77.97, 78.7041]
[17.8177, 0, 83.0345, 83.5628, 0, 0, 0, 94.7098, 73.4864, 0, 0, 68.3576, 8.3901, 84.2379, 78.0477, 0, 0, 53.7097, 0, 69.0592, 0, 0, 93.987, 97.0192, 22.9531, 0, 0, 89.5992, 14.5628, 0, 92.8616, 45.5658, 32.249, 0, 0, 6.4467, 0, 0, 74.9598, 23.6504, 47.3263, 0, 0, 0, 0, 0, 31.155, 0, 5.0888, 0, 79.6534, 86.8558, 0, 0, 21.6667, 57.323, 0, 0, 95.2788, 19.3647, 73.1007, 61.0319, 0, 0, 53.7829, 81.3166, 41.7338, 25.3606, 85.4208, 0, 0, 0, 2.6724, 0, 37.8864, 98.3387, 69.4023, 0, 0, 43.5144, 15.0127, 0, 17.7775, 74.3591, 81.9906, 17.5933, 0, 0, 38.3607, 0, 44.1401, 21.1085, 88.3325, 0, 0, 0, 0, 98.4577, 0, 14.1545, 0, 16.8508, 94.6004, 0, 0, 10.293, 96.2209, 0, 0, 42.8383, 19.0237, 0, 52.7956, 13.1448, 0, 63.3649, 53.2669, 0, 0, 55.8746, 13.7236, 0, 42.2184, 72.9733, 0, 49.4953, 0, 0, 0, 0, 0, 30.3682, 28.3085, 10.6102, 13.8163, 87.8691, 0, 84.153, 0, 0, 92.5237, 37.7494, 51.9002, 0, 26.0034, 92.903, 0, 45.3493, 58.518, 68.4946]
[0, 0, 0, 7.8826, 0, 0, 0, 27.1193, 0, 0, 76.0944, 12.6648, 0, 72.429, 80.6794, 0, 90.5637, 0, 47.8815, 86.565, 39.8757, 56.2719, 58.0061, 34.112, 0, 37.898, 0, 18.2463, 53.9552, 99.9738, 16.5578, 0, 46.293, 0, 75.3016, 37.7782, 0, 35.1464, 79.6478, 0, 0, 29.9936, 52.3917, 0, 37.8589, 98.113, 24.1958, 0, 80.8818, 0, 0, 89.7572, 0, 28.5144, 1.5083, 72.5763, 0, 17.9584, 0, 0, 39.9301, 85.5335, 0, 5.5898, 0, 0, 0, 88.5869, 0, 46.8088, 0, 91.8792, 17.0973, 0, 55.3954, 98.6748, 0, 64.8956, 94.2311, 69.2837, 0, 54.5246, 18.7337, 66.2208, 27.9703, 5.1329, 0, 7.9687, 77.7171, 31.951, 0, 57.9377, 0, 58.2467, 0, 39.5856, 0, 0, 0, 71.0516, 20.9158, 54.0585, 86.2642, 86.8459, 97.8385, 0, 0, 6.812, 0, 0, 0, 26.2464, 67.9851, 76.7668, 0, 0, 26.5437, 0, 0, 32.6239, 0, 8.8622, 0, 18.5022, 69.8778, 0, 6.0987, 0, 54.357, 0, 29.5036, 93.5038, 99.2698, 22.9785, 0, 0, 0, 96.4197, 11.7305, 40.1952, 56.712, 21.3686, 97.8844, 0, 3.5481, 0, 72.0785, 0, 83.0096, 0]
[0, 0, 27.5596, 27.0951, 0, 0, 0, 0, 16.0782, 0, 0, 0, 0, 74.074, 0, 28.8514, 71.203, 0, 0, 24.2347, 0, 0, 70.0076, 78.4486, 23.0217, 0, 69.8617, 0, 0, 67.2786, 20.3994, 54.3735, 63.8482, 36.1356, 0, 54.8927, 74.4944, 0, 90.8921, 9.5493, 61.6363, 0, 0, 29.7162, 0, 0, 52.6383, 15.0833, 0, 96.2528, 77.8225, 93.581, 0, 14.8662, 23.6421, 9.1144, 0, 43.8311, 3.1725, 40.9657, 0, 80.4267, 0, 0, 0, 0, 54.5563, 12.3424, 0, 0, 31.0456, 80.451, 67.4618, 0, 49.0743, 28.1358, 0, 88.4912, 1.9265, 76.6744, 0, 14.6421, 0, 0, 0, 22.2106, 0, 74.3583, 0, 48.9042, 0, 70.0764, 67.1033, 0, 72.6091, 0, 0, 30.1171, 0, 0, 7.4067, 26.0541, 99.3844, 0, 0, 33.7862, 56.3799, 0, 37.6127, 0, 0, 82.5805, 34.6663, 0, 6.2126, 0, 0, 0, 15.0544, 0, 85.8302, 0, 0, 0, 35.5228, 3.0476, 23.7702, 0, 0, 54.883, 0, 47.4987, 53.8736, 53.7723, 0, 0, 1.6075, 6.6669, 41.1408, 0, 81.1821, 72.8432, 49.4417, 0, 0, 65.1139, 86.4323, 0, 3.8524, 39.0919]
[79.8881, 0, 68.6179, 87.7855, 94.7098, 27.1193, 0, 0, 50.1299, 58.3613, 89.6881, 0, 27.086, 20.3514, 70.8097, 0, 68.6561, 0, 93.7334, 0, 88.8995, 62.3588, 68.8005, 0, 0, 0, 0, 0, 23.1542, 17.7383, 0, 0, 72.2068, 73.4581, 0, 93.2979, 20.425, 0, 58.2987, 0, 0, 0, 0, 41.1838, 0, 51.2663, 32.6815, 0, 3.1791, 0, 44.5724, 0, 1.1324, 0, 55.9974, 33.8581, 47.4527, 98.5212, 74.57, 0, 0, 6.9493, 95.4439, 0, 0, 92.9191, 49.6499, 0, 0, 65.9086, 93.717, 0, 0, 99.4654, 11.8995, 16.4404, 0, 0, 0, 0, 0, 77.1129, 15.4679, 35.4049, 0, 64.0195, 0, 1.3939, 65.4669, 4.6374, 0, 0, 71.944, 85.1706, 73.7757, 43.1457, 0, 0, 73.6157, 0, 1.7603, 0, 39.486, 58.0944, 40.0996, 0, 0, 0, 34.3986, 0, 0, 41.845, 45.299, 2.0267, 87.6391, 0, 0, 2.3285, 84.8974, 37.3675, 0, 29.4694, 0, 0, 0, 21.6911, 12.0358, 38.2797, 0, 66.1175, 61.7177, 0, 78.4843, 6.6212, 0, 0, 0, 0, 22.2001, 58.3564, 64.4477, 53.6377, 0, 96.2847, 82.2946, 42.5212, 0, 57.8655, 27.5526, 0]
[65.895, 0, 0, 24.4604, 73.4864, 0, 16.0782, 50.1299, 0, 0, 1.3294, 6.9466, 0, 54.8323, 35.9478, 8.8784, 31.4371, 0, 0, 7.3946, 0, 61.8798, 0, 53.4444, 0, 0, 24.4227, 0, 0, 45.4037, 10.1059, 0, 0, 79.9248, 30.1812, 79.5899, 0, 0, 4.3755, 0, 0, 0, 0, 0, 35.154, 43.3999, 16.6842, 0, 64.9618, 0, 0, 74.6807, 0, 29.2097, 48.3468, 79.5211, 31.4918, 90.4154, 25.9059, 0, 0, 67.5763, 13.1457, 42.8296, 98.6707, 0, 0, 0, 0, 22.2138, 0.1889, 0, 0, 0.1578, 0, 62.5928, 0, 2.2319, 0, 70.2893, 46.1107, 27.2179, 0, 57.6795, 34.8168, 0, 33.6564, 38.0248, 0, 83.326, 79.0954, 0, 0, 60.5455, 32.0369, 51.1297, 0, 55.409, 91.0023, 0, 73.378, 0, 0, 87.0835, 93.4764, 77.3744, 7.9449, 0, 67.3074, 96.6923, 0, 0, 0, 73.6001, 14.3817, 0, 0, 21.1802, 11.3979, 63.9792, 11.1231, 61.4884, 77.2936, 84.3428, 98.3019, 0, 58.3913, 71.4249, 0, 0, 93.4091, 86.5049, 46.6726, 68.0191, 0, 98.7628, 0, 0, 0, 0, 50.021, 14.2976, 54.9741, 25.4249, 76.5687, 57.8538, 37.3161, 0, 0, 0]
[0, 97.3018, 0, 52.8033, 0, 0, 0, 58.3613, 0, 0, 0, 76.0222, 0, 0, 35.8765, 0, 0, 96.5642, 53.211, 22.9757, 0, 98.9532, 0.0269, 58.005, 55.1017, 65.8807, 0, 60.4126, 2.381, 0, 44.165, 96.0325, 80.7894, 0, 96.4133, 0, 77.1709, 58.1661, 0, 57.3312, 0, 53.4751, 8.5267, 0, 45.0349, 0, 0, 0, 0, 21.7831, 0, 65.2737, 0, 87.3194, 0, 0, 0, 50.2656, 80.4029, 0, 0, 23.5414, 0, 0, 3.0338, 38.871, 86.4698, 0, 34.5795, 78.3076, 0, 81.327, 0, 34.0651, 57.6946, 1.8894, 0, 27.4259, 0, 0, 83.5048, 13.2195, 64.5076, 0, 0, 70.1653, 20.2441, 71.9978, 0, 0, 33.922, 0, 0, 19.3122, 0, 20.6039, 41.5987, 0, 0, 0, 17.8318, 30.2665, 0, 19.3596, 0, 6.2585, 73.3285, 0, 0, 18.1078, 46.3296, 17.5796, 49.4159, 73.4686, 92.2229, 0, 68.8204, 0, 0, 67.9312, 45.3726, 11.3416, 0, 34.6237, 0.5716, 0, 0, 11.6914, 70.4719, 94.4, 0, 0, 95.0431, 80.0373, 0, 9.3903, 20.718, 37.9974, 76.9017, 53.8137, 51.6538, 20.6535, 51.2853, 75.4127, 86.1839, 0, 0, 47.689, 50.8089, 0]
