[0, 58.1703, 38.421, 3.0941, 8.9147, 35.1559, 0, 0, 25.7292, 96.8292, 14.3057, 0, 32.6908, 0, 9.0737, 27.5147, 0, 36.4025, 49.9865, 0, 0, 9.3889, 36.6562, 9.0029, 0, 95.3691, 0, 25.2726, 33.5978, 57.558, 45.9663, 0, 0, 0, 0, 0, 0, 1.9503, 0, 38.1028, 0, 0, 0, 0, 3.3626, 70.0828, 18.9921, 0, 31.8746, 0, 0, 43.4356, 0, 0, 0, 0, 0, 0, 45.6984, 0, 29.9044, 26.6591, 0, 0, 0, 82.2135, 0, 0, 39.5566, 11.4688, 0, 0, 0, 68.2206, 0, 0, 97.2195, 0, 0, 0, 0, 59.024, 0, 0, 67.3386, 0, 32.7288, 96.2323, 0, 0, 0, 70.2665, 17.5928, 0, 4.1154, 20.0242, 0, 0, 94.1194, 26.9826, 81.1974, 67.4388, 0, 88.8474, 16.9567, 0, 16.0188, 59.2515, 0, 0, 0, 0, 0, 0, 0, 25.4979, 0, 0, 1.3758, 0, 0, 0, 19.2456, 63.2496, 0, 0, 23.3368, 5.3893, 52.9738, 19.2136, 0, 0, 0, 37.7736, 15.8508, 0, 0, 9.0221, 0, 0.7057, 0, 71.1687, 0, 0, 81.5866, 73.912, 89.7159, 0, 0, 53.8445, 0, 18.6677, 0, 99.9812, 4.2616, 0, 42.3694, 0, 0, 0, 0, 0, 40.0002, 0, 20.4917, 36.2039, 49.5463, 13.951, 51.7564, 0, 0, 89.4108, 52.3875, 0, 0, 73.1008, 78.7334, 0, 16.8546, 0, 57.2576, 0, 96.8349, 0, 66.8957, 69.519, 3.7267, 0, 0, 57.3739, 83.5387, 0, 0, 1.1514, 36.6633, 0, 0, 0, 92.6536, 22.0292, 36.8374, 2.2421, 6.5007, 60.4863, 0, 72.8025, 0, 0, 0, 27.989, 94.5131, 64.2738, 6.5223, 0, 0, 0, 30.9584, 3.1333, 0, 29.161, 57.0752, 0, 51.1025, 11.2632, 37.4921, 39.2454, 85.037, 0, 37.3412, 85.494, 27.9426, 0, 19.4327, 53.0542, 78.4419, 89.8958, 0, 65.96, 0, 96.0114, 0, 64.6524, 0, 0, 98.6645, 1.5562, 21.5272, 74.5873, 0, 6.6811, 0, 0, 0, 21.4313, 24.844, 19.0426, 86.751, 0, 0, 0, 34.2522, 90.9538, 60.8549, 46.8034, 0, 84.9707, 78.617, 0, 36.1143, 60.5892, 28.9225, 20.7617, 82.7882, 99.8005, 0, 26.0631, 28.863, 79.2495, 0, 0, 0, 0, 10.213, 7.5209, 0, 0, 0, 12.4682, 0, 14.3123, 0, 60.8032, 79.5791, 0, 0, 67.8238, 22.3948, 0, 36.1079, 0]
[58.1703, 0, 54.151, 59.0097, 77.6681, 40.4897, 0, 6.5208, 2.2861, 99.4862, 30.7918, 24.7546, 13.0037, 0, 79.912, 29.3254, 78.563, 0, 0, 0, 27.8135, 81.1865, 0, 63.0177, 96.8198, 50.9076, 0, 81.1279, 0, 90.4032, 34.6816, 0, 28.2581, 0, 85.4631, 0, 45.5408, 0, 30.8662, 80.7532, 0, 76.7788, 65.6862, 92.0073, 0, 47.551, 0, 65.5945, 0, 65.9559, 59.5321, 64.7798, 0, 94.8848, 0, 72.2822, 0, 65.7485, 10.8779, 41.8091, 0, 0, 47.8512, 72.8858, 75.578, 0, 0, 0, 0, 0, 86.7481, 0, 67.9098, 99.904, 68.75, 66.6614, 0.4378, 94.082, 55.605, 26.4314, 52.9384, 0, 0, 0, 0, 0, 89.0915, 14.965, 64.7514, 0, 18.3874, 0, 45.0406, 0, 47.6011, 73.9004, 0, 0, 48.4738, 39.2044, 0, 0, 31.162, 93.6642, 34.0438, 4.8005, 0, 19.8297, 0, 7.0301, 3.923, 0, 30.8158, 0, 0, 30.1429, 75.3902, 25.8795, 35.2114, 30.1765, 0, 0, 86.2708, 0, 0, 0, 0, 55.1824, 46.3674, 24.1198, 13.918, 35.5468, 16.0665, 37.4005, 0, 0, 0, 77.4558, 62.3823, 0, 0, 0, 96.8074, 13.0064, 90.8509, 71.0381, 84.2652, 78.9234, 0, 44.0891, 11.9435, 0, 0, 0, 0, 0, 57.0943, 67.8747, 27.2657, 83.7452, 42.8789, 19.1519, 65.8948, 50.0741, 86.9375, 38.5327, 0, 37.715, 0, 4.8234, 23.7959, 0, 71.9316, 0, 77.9929, 0, 0, 0, 14.3923, 99.153, 0, 0, 0, 0, 11.7073, 39.8413, 56.4206, 1.2151, 1.0284, 0, 0, 92.1649, 67.313, 43.3124, 59.0278, 23.1335, 0, 0, 2.7187, 2.0537, 0, 0, 0, 76.8576, 0, 38.9686, 10.5429, 59.72, 17.3536, 96.6005, 61.1459, 81.8587, 7.7571, 0, 59.1693, 46.3015, 0, 0, 87.5798, 30.5794, 0, 89.3227, 88.1972, 73.1039, 0, 0, 0, 0, 0, 0, 0, 41.802, 53.9217, 35.5256, 51.7675, 0, 0, 0, 69.6317, 87.1813, 30.2827, 97.6406, 95.8338, 98.4264, 92.4473, 49.7778, 0, 0, 94.3354, 31.2932, 0, 0, 18.7278, 15.4287, 0, 69.841, 30.7464, 0, 35.2722, 0, 29.9713, 72.603, 44.6474, 0, 28.5802, 0, 0, 74.8163, 15.6487, 58.6916, 15.6233, 0, 0, 0, 40.7548, 0, 61.7841, 0, 0, 34.9845, 0, 9.0756, 0, 0, 0, 76.1682, 69.5097, 0, 4.202, 0, 49.1465, 0, 0, 61.5627, 61.4716, 94.1773, 0, 35.6421, 9.104, 51.1703]
[38.421, 54.151, 0, 0, 0, 0, 11.0929, 0, 10.4793, 0, 0, 0, 60.0194, 0, 11.9231, 81.8489, 14.8772, 54.5336, 0, 0, 0, 33.0746, 0, 50.3953, 0, 29.6158, 0, 96.5426, 0, 38.0775, 41.5411, 0, 1.5609, 11.4076, 22.4631, 95.3723, 89.4994, 59.9007, 3.545, 56.8713, 0, 6.7312, 7.5584, 87.5176, 18.8648, 0, 69.7963, 0, 42.6187, 0, 0, 43.1253, 0, 0.1139, 1.0484, 25.9724, 50.2606, 50.1459, 81.6044, 0, 66.0661, 0, 0, 39.7197, 29.6745, 18.4781, 0, 0, 0, 0, 74.6528, 13.1873, 0, 0, 0.082, 88.0904, 98.4202, 21.6565, 0, 0, 0, 25.6827, 0, 31.8155, 46.0247, 71.7031, 32.0798, 0, 69.4158, 0, 3.393, 85.2272, 82.6249, 15.7963, 92.8261, 0, 35.4355, 0, 0, 32.4301, 0, 0, 16.4768, 0, 89.3307, 0, 0, 0, 20.0112, 64.3537, 0, 26.3067, 38.061, 42.7447, 81.622, 0, 47.9199, 21.3761, 70.626, 34.1599, 0, 42.3181, 0, 0, 0, 88.1856, 0, 0, 62.7309, 9.0013, 0, 86.4228, 82.6803, 0, 0, 27.64, 0, 45.6575, 0, 52.159, 0, 0, 0, 0, 0, 0, 74.3814, 57.3267, 86.165, 0, 21.0568, 84.0416, 59.9088, 8.2838, 41.8918, 0, 65.9298, 42.0904, 0, 4.701, 83.6223, 78.8031, 0, 0, 1.5247, 11.7557, 0, 69.3614, 0, 58.9936, 0, 0, 0, 64.5916, 0, 8.4616, 60.7708, 0, 11.8347, 74.6973, 0, 0, 16.3142, 0, 0, 0, 79.2527, 63.3244, 39.4093, 91.049, 28.5512, 74.3782, 0, 0, 63.9201, 0, 39.1176, 0, 20.0167, 0, 91.4535, 32.8555, 0, 0, 82.0443, 0, 93.6446, 0, 14.6037, 0, 68.3657, 0, 46.966, 82.5238, 0, 9.2865, 53.5634, 2.6478, 0, 0, 0, 65.8603, 0, 0, 41.4718, 45.1904, 0, 0, 61.4105, 74.0609, 0, 48.9697, 89.1912, 0, 0, 0, 0, 44.1037, 34.1536, 0, 0, 0, 81.3226, 20.6253, 23.5218, 81.8402, 1.6065, 49.7811, 15.158, 0, 0.6623, 0, 9.6583, 0, 0, 0, 83.1538, 0, 0, 68.752, 0, 88.0148, 88.7268, 0, 0, 80.9133, 0, 0, 0, 0, 28.3642, 86.0425, 0, 29.4992, 0, 95.4271, 0, 85.4739, 83.3943, 0, 94.2685, 0, 0, 91.1122, 21.2971, 98.5864, 0, 53.2798, 79.5036, 0, 0, 0, 0, 84.2494, 0, 0, 0, 43.5638, 0, 84.1057]
[3.0941, 59.0097, 0, 0, 91.3205, 3.5164, 0, 0, 0, 84.0888, 0, 35.7196, 84.4751, 0, 64.3381, 0, 18.1446, 5.5819, 0, 0, 0, 0, 0, 0, 68.3215, 38.8128, 58.0334, 61.0674, 51.5396, 0, 77.5557, 44.9103, 81.6319, 0, 50.993, 68.2495, 0, 0, 0, 68.7511, 0, 0, 0, 0, 0, 60.6201, 0, 61.668, 0, 59.69, 0, 73.9514, 47.9617, 0, 55.8303, 0, 85.2842, 53.0472, 42.2739, 33.7075, 0, 4.8731, 2.8096, 72.1085, 0, 0, 26.7839, 75.8772, 0, 0, 56.3746, 0, 64.379, 0, 0, 54.7842, 0, 0, 0, 92.4229, 88.1063, 81.414, 0, 0, 98.542, 0, 0, 39.4753, 0, 0, 0.2264, 0, 87.0921, 82.599, 0, 0, 0, 0, 0, 0, 0, 34.8009, 26.5456, 0, 33.2191, 0, 18.6383, 92.7848, 71.7791, 51.6781, 63.5749, 0, 56.3852, 0, 89.7496, 0, 77.9383, 29.2021, 92.152, 0, 0, 61.2349, 65.5465, 36.8826, 42.725, 33.6999, 33.5471, 53.6968, 0, 72.7993, 13.9016, 0, 87.947, 0, 0, 0, 82.474, 59.1086, 0, 80.909, 0, 0, 37.0976, 0, 72.2595, 0, 0, 0.5549, 20.0769, 0, 72.4498, 0, 0, 0, 0, 13.2379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.9764, 52.5675, 92.4424, 0, 0, 0, 31.0995, 73.1379, 0, 0, 66.8276, 56.6114, 40.1471, 0, 31.3099, 67.0754, 0, 0, 0, 95.8574, 82.7767, 34.6089, 22.8378, 5.9355, 90.3432, 0, 29.5814, 85.4953, 0, 0, 36.0232, 72.6059, 83.4103, 0, 0, 18.1455, 0, 0, 0, 19.2415, 47.6679, 0, 15.4443, 63.9272, 0, 0, 5.8762, 65.832, 0, 41.8142, 25.3067, 0, 0, 0.3601, 0, 82.1266, 21.4622, 4.9825, 0, 59.7775, 43.297, 70.4139, 59.7067, 0, 55.8074, 0, 0, 0, 18.7795, 0, 32.0948, 0, 62.788, 0, 81.7774, 59.8435, 0, 0, 0, 0, 30.3224, 58.261, 0, 65.5111, 44.1359, 0, 23.823, 1.0686, 0, 0, 0, 10.4432, 66.204, 46.8302, 19.9628, 97.8352, 31.2837, 69.5117, 0, 96.7384, 0, 52.5733, 29.4765, 0, 80.4675, 95.6326, 41.2504, 65.8051, 66.4482, 0, 61.549, 0, 34.4438, 78.613, 32.2068, 35.6035, 9.8161, 0, 29.3605, 52.7837, 17.3464, 70.9811, 0, 32.3453, 0, 0, 17.3336, 97.2517, 69.4641, 0, 0, 0, 0, 77.9859, 11.5419]
[8.9147, 77.6681, 0, 91.3205, 0, 0, 54.3471, 37.9423, 95.5084, 0, 0, 0, 88.6156, 0, 28.7672, 0, 98.845, 0, 0, 45.006, 60.1371, 68.6321, 43.1031, 98.5491, 0, 0, 0, 0, 43.9861, 93.9632, 0, 77.2014, 0, 19.8713, 97.736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54.5231, 91.039, 35.2888, 0, 0, 72.8269, 0, 35.5478, 54.2438, 0, 77.8079, 47.7832, 76.5838, 0, 0, 0, 77.5318, 21.4055, 38.2209, 0, 9.2275, 34.1551, 0, 19.6021, 56.7188, 84.7771, 0, 0, 0, 49.3179, 0, 0, 49.2465, 74.3879, 75.1207, 74.418, 18.4659, 81.6618, 0, 0, 59.893, 79.8178, 29.3414, 74.3677, 93.5568, 49.6967, 42.753, 27.4398, 0, 0, 77.7574, 0, 0, 59.4517, 0, 93.4719, 1.1378, 81.1267, 0, 0, 77.3376, 0, 58.8806, 55.5079, 23.1225, 0, 64.2508, 0, 38.8156, 0, 0, 71.4165, 6.8862, 43.5133, 0, 65.005, 0, 10.7813, 55.2133, 0.2065, 11.6052, 65.3491, 0, 0, 83.1637, 80.3035, 68.6885, 0, 0, 21.0822, 30.3232, 35.5375, 0, 28.2087, 0, 17.3559, 0, 6.147, 99.3917, 0, 1.7219, 0, 22.3188, 5.428, 0, 0, 0, 70.6852, 77.5703, 0, 0.995, 49.5201, 56.4157, 81.008, 73.7229, 44.7399, 19.5228, 66.8101, 20.2994, 97.6659, 0, 82.035, 52.4543, 0, 33.6789, 0, 61.8562, 33.6587, 81.7556, 81.4439, 54.4264, 83.2187, 65.1466, 47.4604, 8.2592, 86.6196, 49.3401, 80.7192, 0, 0, 64.9298, 26.0265, 0, 0, 0, 0, 0, 0, 44.114, 52.6143, 86.3869, 0, 0, 13.4184, 0, 0, 0, 0, 26.9357, 40.4739, 78.8154, 0, 97.4477, 0, 0, 99.1225, 0, 49.9404, 13.5942, 0, 0, 0, 59.8727, 87.3696, 84.3769, 27.6453, 8.27, 0, 72.7824, 0, 1.4316, 4.6921, 87.872, 61.0747, 1.645, 49.4443, 19.3637, 84.6343, 37.499, 15.1437, 87.2269, 5.3106, 0, 76.153, 0, 0, 0, 27.0182, 0, 73.4712, 76.3055, 89.6414, 29.2741, 0, 28.5631, 62.8302, 94.0915, 0, 0, 12.5746, 0, 58.4019, 0, 0, 27.3553, 55.8638, 0, 0, 0, 34.8368, 42.8419, 59.4559, 7.6205, 12.0717, 17.3652, 81.6605, 77.37, 36.6618, 0, 52.5561, 56.8841, 46.0028, 78.3067, 38.7495, 75.4887, 67.492, 97.9702, 68.8619, 0, 0, 72.8441, 0, 0, 61.5894, 4.0363, 0, 0, 92.3572, 6.8905, 0, 13.6663, 3.2922, 67.2575, 98.1481]
[35.1559, 40.4897, 0, 3.5164, 0, 0, 0, 0, 0, 0, 16.26, 0, 82.1636, 0, 0, 0, 0, 72.4005, 31.4639, 51.436, 0, 0, 0, 93.1227, 0, 50.2159, 78.5057, 80.7874, 79.469, 0, 0, 28.2168, 40.9669, 15.2992, 0, 98.4172, 0, 93.8883, 65.5257, 0, 0, 0, 93.8503, 0, 15.6572, 65.5589, 91.4922, 27.6352, 39.0435, 69.3132, 56.3198, 30.3463, 72.6127, 0, 0, 51.1652, 66.9973, 30.2998, 0, 0, 97.1801, 0, 59.0135, 93.6171, 0, 0, 0, 0, 0, 98.6974, 63.0033, 0, 94.5688, 0, 85.3032, 0, 0, 95.6128, 87.0144, 0, 92.6488, 3.6325, 58.388, 0, 0, 49.7241, 0, 68.9464, 84.3411, 51.2814, 81.1705, 0, 0, 27.3872, 97.0258, 9.4868, 0, 42.3666, 0, 0, 0, 99.9716, 44.7432, 15.3531, 75.1361, 64.6594, 34.4034, 0, 13.809, 58.0281, 0.2795, 0, 0, 0, 0, 0, 0, 56.1061, 0, 30.1309, 0, 92.9507, 22.419, 0, 67.2499, 64.443, 0, 0, 84.0037, 95.1044, 23.1566, 49.1779, 87.9949, 0, 0, 0, 0, 0, 27.4335, 0, 0, 0, 0, 37.4412, 26.4554, 0, 63.1614, 90.8864, 40.3491, 62.3262, 0, 0, 0, 0, 99.3374, 0, 0, 77.6057, 0, 53.6257, 0, 0, 71.7964, 76.2475, 0, 86.977, 0, 14.0177, 64.82, 0, 58.4844, 13.854, 9.2687, 18.6355, 0, 20.7681, 77.0152, 68.3059, 77.8227, 85.0383, 0, 68.89, 33.7172, 27.1126, 32.6749, 0, 52.215, 0, 0, 45.1951, 38.0703, 0, 0, 97.9406, 0, 55.1918, 0, 1.2049, 0, 2.7201, 0, 8.0043, 0, 49.9439, 0, 0, 0, 8.773, 20.1452, 0, 0, 0, 92.1486, 66.9752, 0, 24.0482, 30.2066, 0, 29.9484, 82.1212, 60.8087, 67.3545, 0, 0, 63.5239, 47.5562, 75.6909, 48.7682, 21.8059, 40.6558, 61.0878, 0, 0, 0, 6.1059, 25.6685, 24.7936, 0, 0, 42.6334, 0, 0, 54.8686, 69.7646, 59.0309, 82.7779, 20.3831, 0, 0, 0, 0, 29.718, 69.9501, 0, 18.4474, 67.6303, 59.8043, 49.382, 0, 0, 83.0977, 24.5914, 77.567, 0, 0, 15.2082, 53.6028, 0, 0, 47.6108, 10.453, 0, 37.1151, 7.6983, 0, 13.2899, 28.2698, 25.0818, 9.7475, 53.0873, 93.3085, 57.4579, 0, 89.2001, 36.8243, 0, 73.1625, 0, 0, 60.1395, 56.7852, 0, 36.0841, 17.7615, 57.0442, 86.4405, 0, 0, 0, 0]
[0, 0, 11.0929, 0, 54.3471, 0, 0, 96.246, 0, 7.2281, 65.8648, 25.4444, 41.3448, 92.1879, 75.853, 0, 98.7507, 57.9545, 0, 92.2185, 50.1012, 25.3404, 0, 55.2818, 0, 0, 0, 83.7729, 0, 90.8354, 0, 0, 25.9544, 72.0618, 0, 60.822, 87.6076, 0, 4.3998, 47.8609, 15.4911, 0, 0, 94.3379, 0, 0, 42.39, 53.5898, 0, 0, 38.8085, 0, 49.0798, 60.556, 0, 0, 0, 0, 0, 14.4864, 0, 14.7795, 0, 15.7616, 33.2434, 0, 0, 0, 64.7246, 57.5087, 77.8985, 0, 14.9027, 0, 16.135, 1.3185, 33.7138, 0, 0.5271, 0, 0, 43.8569, 33.3727, 32.8977, 0, 87.4253, 0, 45.4897, 0, 0, 0, 46.6677, 96.9087, 99.1035, 0, 0, 72.1438, 7.3816, 21.1908, 52.2469, 2.176, 23.4554, 34.214, 59.0643, 0, 79.1382, 49.7789, 0, 0, 13.388, 0, 15.7527, 0, 0, 0, 9.9171, 2.2232, 76.3007, 54.6292, 46.8659, 78.6993, 0, 0, 20.6061, 1.8028, 90.4359, 0, 61.2558, 0, 5.5086, 84.5112, 67.9703, 0, 0, 0.4703, 0, 0, 25.455, 81.4385, 23.7294, 92.9647, 70.3883, 3.0447, 0, 0, 63.2555, 55.5664, 0.5339, 58.5316, 54.9969, 0, 0, 39.4587, 88.6246, 0, 23.1637, 92.4283, 0, 64.7019, 0, 61.4843, 87.1048, 0, 53.3723, 0, 0.7045, 67.5868, 50.332, 0, 0, 57.0163, 0, 0, 59.3858, 0, 0, 64.7162, 34.6914, 0, 22.1605, 22.6325, 40.3275, 0, 0, 59.6029, 75.919, 94.1407, 47.1311, 0, 88.1885, 0, 10.3681, 0, 0, 37.1389, 0, 73.512, 97.4816, 0, 92.9763, 37.1511, 0, 71.098, 0, 0, 7.8873, 0, 1.391, 0, 17.9096, 40.5645, 97.2903, 21.6047, 0, 0, 0, 71.2024, 35.4945, 43.4102, 0, 0, 67.6555, 79.8328, 0, 8.999, 0, 0, 0, 82.0969, 57.6684, 0, 0, 55.354, 0, 0, 0.2129, 0, 43.2416, 58.9486, 0, 0, 0, 79.7355, 0, 49.5057, 0, 0, 67.2849, 0, 0, 98.1933, 58.6, 0, 0, 63.4775, 85.2276, 78.2779, 0, 0, 52.0214, 72.6994, 38.0483, 94.5965, 68.3504, 61.373, 0, 0, 0, 69.4925, 74.5824, 70.5546, 0, 84.5306, 0, 0, 76.3962, 0, 68.3369, 0, 81.3583, 0, 37.7064, 84.3371, 16.9107, 47.6849, 37.0173, 0, 20.493, 73.8111, 21.8124, 0, 0, 57.4628, 0, 9.4115, 0, 97.3618, 0, 52.3971, 99.2844]
[0, 6.5208, 0, 0, 37.9423, 0, 96.246, 0, 0, 62.4505, 14.9892, 0, 0, 12.5972, 0, 0, 0, 6.1315, 0, 0, 1.0199, 0, 96.7864, 55.1015, 2.062, 0, 0, 28.9794, 34.1224, 97.3446, 0, 0, 34.8706, 37.0078, 0, 23.0573, 0, 93.3233, 0, 0, 0, 4.2451, 47.9272, 0, 4.6579, 41.1216, 63.3017, 0, 0, 73.3479, 0, 0, 0, 0, 50.3418, 0, 21.5153, 0, 58.8375, 0, 96.0807, 0, 0, 0, 0, 32.3755, 55.576, 10.6063, 0, 99.0721, 29.279, 80.5812, 8.2259, 0, 26.8943, 99.5501, 72.1749, 28.0919, 0, 0, 0, 19.3659, 11.2805, 34.9102, 19.567, 0, 32.611, 35.5958, 0, 0, 8.3918, 0, 0, 0, 0, 44.1634, 93.7147, 73.0051, 58.4873, 0, 21.7061, 41.7989, 0, 0, 65.2809, 0, 28.7113, 0, 0, 0, 0, 0, 0, 26.6744, 51.1716, 0, 87.5918, 76.4219, 0, 75.09, 20.7181, 0, 85.2789, 0, 53.4897, 0, 49.4995, 0, 44.502, 78.6713, 0, 0, 0, 52.8999, 16.2084, 39.96, 50.7896, 12.9942, 0, 9.3914, 72.6964, 0, 14.9224, 74.7416, 24.2868, 25.1045, 56.5729, 40.5053, 5.6451, 0, 17.4538, 0, 52.791, 2.3965, 88.5035, 12.5606, 0, 0, 0, 28.8622, 81.7475, 36.4154, 22.7305, 27.223, 0, 20.5203, 73.6423, 0, 96.3802, 0, 0.4477, 76.1045, 72.5434, 0, 0.115, 0, 92.584, 0, 0, 0, 1.967, 0, 54.3578, 64.624, 0, 71.3035, 0, 95.4837, 55.9208, 0, 23.9735, 90.1321, 0, 0, 0, 0, 80.2642, 13.169, 0, 0, 21.6054, 6.1765, 17.677, 2.3301, 56.6603, 18.5639, 0, 33.1759, 0, 93.5807, 24.9482, 0, 75.6356, 0.118, 62.9284, 0, 99.3232, 0, 90.7448, 85.0082, 20.9598, 84.4454, 62.1349, 0.7953, 0, 99.8319, 80.4205, 0, 0, 0, 73.3342, 0, 74.2478, 0, 89.9773, 82.6937, 0, 13.7741, 0, 0, 94.9527, 18.4546, 0, 0, 98.7081, 28.3051, 30.1033, 15.0854, 46.6903, 0, 0, 0, 0, 0, 0, 43.3585, 78.3753, 0, 0, 56.4948, 41.6553, 86.3172, 13.261, 52.3358, 0, 54.4613, 0, 36.11, 0, 58.5386, 0, 98.6968, 0, 0, 0, 11.1531, 0, 64.8852, 0, 0, 12.4307, 0, 83.5302, 0, 19.9089, 0, 0, 0, 7.7586, 48.5734, 70.5991, 98.9309, 0, 0, 56.6179, 6.0326, 84.5639, 41.8706, 47.8474, 0]
[25.7292, 2.2861, 10.4793, 0, 95.5084, 0, 0, 0, 0, 0, 34.6784, 37.3182, 0, 59.7253, 0.3017, 53.2818, 0, 77.6496, 28.6092, 0, 8.3077, 0, 0, 15.4725, 17.8937, 98.5258, 0, 0, 90.9431, 0, 47.1248, 0, 56.2999, 0, 48.4999, 80.3578, 51.7946, 99.1126, 40.489, 0, 0, 99.0966, 0, 0, 25.3284, 5.5356, 33.0243, 44.1528, 63.2902, 0, 7.6818, 27.5551, 0, 98.3947, 0, 16.2225, 74.3069, 48.387, 0, 21.7799, 0, 0, 0, 0, 55.4794, 0, 0, 52.5029, 0, 0, 0, 46.2571, 30.0717, 22.6143, 0, 93.855, 0, 33.6675, 91.713, 94.684, 17.2154, 0, 34.7984, 34.3993, 65.5971, 19.9542, 26.1323, 0, 72.8824, 0, 34.3944, 0, 91.7787, 53.8953, 77.0245, 0, 54.5097, 78.1777, 45.0986, 44.3951, 78.0784, 62.2262, 0, 0, 0, 0, 66.3225, 70.2318, 0, 12.5211, 49.4216, 21.5925, 0, 0, 14.0151, 75.6745, 0, 98.9855, 51.1053, 62.8391, 0, 0, 0, 0, 3.4221, 48.7249, 20.0604, 0, 60.9973, 84.3094, 38.5263, 62.2122, 0, 0, 54.7116, 0, 0, 75.8645, 70.2598, 81.3373, 0, 0, 76.3459, 57.4514, 0, 0.8037, 4.8741, 0, 0, 64.859, 0, 53.596, 0, 80.8237, 0, 21.7673, 0, 82.5878, 75.9034, 85.8169, 95.5463, 0, 72.8379, 47.9728, 75.891, 0, 18.5175, 72.1363, 27.538, 65.1325, 52.6933, 42.1661, 0, 90.9376, 31.5301, 0, 0, 62.5497, 44.2177, 0, 3.7376, 0, 9.1271, 0, 2.0531, 0, 0, 0, 0, 0, 25.2831, 0, 33.5523, 86.6043, 0, 0, 95.0266, 0, 0, 38.204, 0, 67.5594, 78.4741, 41.7514, 94.787, 42.197, 75.0231, 65.4045, 14.4906, 0, 0, 0, 0, 86.6675, 0, 37.1597, 1.473, 0, 0, 80.1637, 39.4068, 0, 45.1191, 0, 0, 0, 0, 79.7383, 0, 0, 6.0023, 0, 0, 0, 68.8591, 18.4934, 0, 0, 96.5723, 0, 0, 95.188, 64.2175, 17.3226, 10.4454, 86.4221, 48.3941, 64.8278, 0, 95.9288, 80.2033, 79.4461, 7.7071, 0, 57.4967, 56.8683, 0, 0, 27.6662, 78.0325, 0, 94.157, 71.9623, 0, 0, 37.6257, 0, 35.8699, 11.9624, 83.3661, 32.3709, 78.5332, 84.0974, 0, 0, 44.4841, 20.9301, 40.715, 27.3982, 68.9301, 0, 37.365, 70.1454, 0, 24.9577, 24.6033, 55.1796, 13.0043, 15.1942, 18.0939, 0, 0.7793, 0, 22.2214, 0, 80.9736, 17.607, 0, 0, 0]
[96.8292, 99.4862, 0, 84.0888, 0, 0, 7.2281, 62.4505, 0, 0, 37.7443, 0, 0, 11.5594, 0, 3.4946, 12.7308, 44.2034, 98.6354, 47.2972, 0, 15.1012, 0, 91.5037, 0, 55.6354, 0, 56.0664, 0, 0, 0, 46.524, 0, 0, 85.7896, 47.6258, 0, 88.1496, 0, 35.0037, 2.5946, 33.8921, 0, 49.5179, 0, 45.4312, 0, 0, 0, 0, 0, 0, 0, 92.8558, 0.0692, 52.5412, 0, 0, 89.3529, 64.5411, 0, 72.4088, 74.4846, 42.9197, 28.1425, 63.2816, 37.4547, 0, 17.688, 58.7472, 0, 0, 20.289, 69.7844, 51.667, 0, 0, 30.2887, 0, 95.0176, 0, 4.012, 0, 0, 0, 69.0738, 0, 0, 91.4512, 40.2597, 37.8208, 11.9102, 0, 6.5509, 18.3167, 0, 22.9998, 0, 43.8917, 0, 79.4199, 0, 39.0559, 91.0641, 49.3166, 52.4674, 0, 44.9439, 0, 37.4201, 91.9413, 36.5054, 9.5599, 31.2777, 0, 0, 75.6145, 56.0054, 0, 97.6963, 3.1674, 0, 0, 0, 76.4414, 37.7763, 0, 0, 0, 0, 60.3665, 0, 0, 24.0437, 0, 92.8855, 76.5061, 0, 78.3148, 0, 34.635, 65.304, 0, 0, 0, 46.4986, 0, 18.6572, 44.2355, 0, 1.044, 0.968, 78.6089, 0, 64.6682, 0, 0, 0, 64.7357, 36.8778, 16.2828, 0, 0, 53.3713, 0, 32.5624, 52.4782, 0, 0, 0, 0, 20.7466, 0, 0, 0, 84.6028, 0, 36.6449, 0, 0, 44.8277, 0, 0, 0, 0, 0, 64.3144, 0, 25.1473, 0, 58.2977, 77.1557, 66.0128, 0, 65.6149, 94.4385, 0, 0, 54.2344, 51.6597, 24.0998, 0, 43.413, 77.2656, 0, 0, 0, 0, 62.0069, 30.0337, 0, 0, 0, 15.1464, 96.3358, 71.5834, 94.5225, 92.2851, 0, 0, 0, 0, 0, 0, 0, 83.595, 36.2961, 0, 0, 34.0943, 0, 0, 0, 0, 0, 3.6629, 95.4608, 68.5779, 0, 0, 35.3489, 84.0184, 81.6739, 0, 0, 87.8378, 58.2004, 0, 20.1937, 48.8614, 26.4151, 14.2367, 39.114, 0, 48.8161, 50.4485, 0, 88.6335, 6.8008, 0, 0, 40.0334, 71.157, 14.5135, 87.7599, 83.5747, 0, 74.246, 0, 82.5641, 0, 0, 89.8175, 0, 73.6976, 0, 0, 40.1349, 0, 77.2132, 0, 41.8174, 32.5866, 0, 69.6185, 0, 15.8195, 0, 0, 0, 43.7447, 0, 87.1907, 0, 97.9754, 0, 80.6301, 0, 0, 87.3213]
